task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"coordinate or perform activities associated with shipping, receiving, distribution, or transportation.",0.8169934640522876,,,0.1045751633986928,0.07843137254901959,,
coordinate production music with music directors.,,,,,1.0,,
"coordinate property closings, overseeing signing of documents and disbursement of funds.",0.8055555555555556,,,,0.19444444444444448,,
coordinate recruitment and placement of training program participants.,0.8333333333333335,,,,0.16666666666666663,,
"coordinate sales or other promotional strategies with merchandising, operations, or inventory control staff to ensure product catalogs are current, accurate, and organized for best findability against user intent.",0.9551282051282053,,,,0.04487179487179487,,
"coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security.",0.7777777777777779,,,,0.2222222222222222,,
coordinate the production and dissemination of university publications such as course catalogs and class schedules.,0.8421052631578947,,,,0.15789473684210525,,
"coordinate with developers to optimize web site architecture, server configuration, or page construction for search engine consumption and optimal visibility.",0.8041958041958042,,,,0.1958041958041958,,
"coordinate with engineers, planners, field personnel, or other utility workers to provide information such as clearances, switching orders, or distribution process changes.",,,,,1.0,,
coordinate work activities with other construction project activities.,0.7272727272727273,,,,0.2727272727272727,,
correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,0.4582008178100863,0.2991821899136756,0.023625624716038164,0.08246251703771013,,0.0579282144479782,0.07860063607451158
correspond with insured or agent to obtain information or inform them of account status or changes.,,,,,1.0,,
"correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",0.75,,,,0.25,,
"counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",0.34375,,,,0.375,0.28125,
"counsel clients and patients in individual and group sessions to help them overcome dependencies, recover from illness, and adjust to life.",,,,0.4,0.6,,
"counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",0.5384615384615384,,0.20192307692307693,0.15384615384615383,0.10576923076923077,,
"counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",,,0.3820224719101123,0.2359550561797753,0.3820224719101123,,
"counsel individuals and groups on basic rules of good nutrition, healthy eating habits, and nutrition monitoring to improve their quality of life.",0.603960396039604,,0.20792079207920797,,0.18811881188118812,,
"counsel individuals and groups regarding problems, such as stress, substance abuse, and family situations, to modify behavior or to improve personal, social, and vocational adjustment.",,,,,1.0,,
"counsel individuals to help them understand and overcome personal, social, or behavioral problems affecting their educational or vocational situations.",,,,,1.0,,
"counsel patients about drug regimens and possible side effects or interactions with other substances such as food supplements, over-the-counter (otc) medications, or herbal remedies.",,,,,1.0,,
"counsel patients about nutrition, exercise, sleeping habits, stress management, or other matters.",,,,,1.0,,
"counsel students regarding educational issues, such as course and program selection, class scheduling and registration, school adjustment, truancy, study habits, and career planning.",0.46666666666666656,,,,0.5333333333333333,,
counsel workers about job and career-related issues.,0.45977011494252873,,,0.2183908045977012,0.3218390804597701,,
create and enforce database development standards.,0.7,,,,0.3,,
"create and maintain accessible, retrievable computer archives and databases, incorporating current advances in electronic information storage technology.",0.7469879518072289,,,,0.25301204819277107,,
"create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.",0.8461538461538461,,,,0.15384615384615383,,
"create business intelligence tools or systems, including design of related databases, spreadsheets, or outputs.",0.8641025641025641,,,0.05128205128205128,0.08461538461538462,,
create client presentations of plan details.,1.0,,,,,,
create content strategies for digital media.,0.8227848101265823,,,,0.06962025316455696,0.10759493670886076,
create custom illustrations or other graphic elements.,0.8141263940520446,,,,0.011152416356877325,0.17472118959107807,
create data management or error-checking procedures and user manuals.,0.7804878048780488,,,,0.21951219512195125,,
"create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",0.6,,,,0.4,,
"create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",0.8333333333333335,,,,0.16666666666666663,,
"create finished art work as decoration, or to elucidate or substitute for spoken or written messages.",0.8267477203647416,,,0.0364741641337386,0.00911854103343465,0.1276595744680851,
"create functional or decorative objects by hand, using a variety of methods and materials.",0.4722222222222222,,,,0.5277777777777778,,
"create jewelry from materials such as gold, silver, platinum, and precious or semiprecious stones.",0.8,,,,0.2,,
create or implement metadata processes and frameworks.,0.7853403141361257,,,,0.11518324607329845,0.09947643979057591,
create or maintain database of customer accounts.,0.8461538461538461,,,,0.15384615384615383,,
create or modify web-based bioinformatics tools.,0.5952380952380952,,,,0.4047619047619048,,
"create or revise user instructions, procedures, or manuals.",,,,,1.0,,
"create photographic recordings of information, using equipment.",1.0,,,,,,
"create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal.",,,,,1.0,,
create searchable indices for web page content.,0.9520000000000001,,,,0.048,,
"create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.",0.90625,,,,0.09375,,
"create supporting documentation, such as metadata and diagrams of entity relationships, business processes, and process flow.",0.6835205992509362,0.04119850187265917,0.08614232209737828,0.056179775280898875,,0.08988764044943821,0.04307116104868914
"create visual representations of geospatial data using complex procedures, such as analytical modeling, three-dimensional renderings, or plot creation.",0.5142857142857142,,,,0.4857142857142857,,
"create, analyze, report, convert, or transfer data, using specialized applications program software.",0.8972554539057002,,0.012667135819845179,0.06966924700914849,0.020408163265306124,,
"create, maintain, and enter information into databases.",0.8782172002510985,0.03389830508474576,,0.05273069679849341,0.008788449466415568,0.026365348399246705,
"create, populate, or maintain databases for tracking validation activities, test results, or validated systems.",0.8699186991869918,,,,0.13008130081300814,,
"cue announcers, actors, performers, and guests.",0.8947368421052632,,,,0.10526315789473684,,
"customize insurance programs to suit individual customers, often covering a variety of risks.",0.7204968944099379,,0.09316770186335405,,0.1863354037267081,,
"cut, bend, laminate, arrange, and fasten individual or mixed raw and manufactured materials and products to form works of art.",,,,,1.0,,
debug robotics programs.,0.21481481481481482,0.5481481481481482,,,0.23703703703703702,,
decide whether baggage that triggers alarms should be searched or should be allowed to pass through.,0.8333333333333335,,,,0.16666666666666663,,
"decide which images to include, looking for differences between healthy and pathological areas.",0.95,,,,0.05,,
decline excessive risks.,0.4782608695652174,,,0.4608695652173913,0.06086956521739131,,
"decrease value of policy when risk is substandard and specify applicable endorsements or apply rating to ensure safe profitable distribution of risks, using reference materials.",0.8148148148148148,,,,0.1851851851851852,,
"define and analyze objectives, scope, issues, or organizational impact of information systems.",0.85,,,,0.15,,
"define data requirements and gather and validate information, applying judgment and statistical tests.",0.803030303030303,,,,0.1969696969696969,,
define or recommend model specifications or data collection methods.,0.6857142857142857,,,,0.3142857142857143,,
define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,0.6385281385281385,,0.06926406926406926,0.08874458874458875,0.030303030303030304,0.17316017316017315,
deliver e-mail confirmation of completed transactions and shipment.,0.8692307692307693,,,,0.13076923076923078,,
"deliver medications or pharmaceutical supplies to patients, nursing stations, or surgery.",0.7727272727272727,,,,0.22727272727272727,,
"deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",0.6666666666666665,,,,0.33333333333333326,,
"demonstrate database technical functionality, such as performance, security and reliability.",0.2988505747126437,0.08620689655172414,0.2758620689655172,0.1235632183908046,0.022988505747126436,,0.1925287356321839
"demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.",0.7962962962962963,,0.1388888888888889,,0.06481481481481481,,
demonstrate products to clients.,0.9090909090909091,,,,0.09090909090909091,,
"demonstrate system functionality and performance, including start-up, shut-down, normal operation, and emergency or bypass operations.",,,,,1.0,,
describe menu items to customers or suggest products that might appeal to them.,0.8666666666666667,,,,0.13333333333333333,,
"describe merchandise and explain use, operation, and care of merchandise to customers.",0.679245283018868,,0.25471698113207547,,0.0660377358490566,,
"design and apply bioinformatics algorithms including unsupervised and supervised machine learning, dynamic programming, or graphic algorithms.",0.66,,,,0.34,,
design and create special programs for tasks such as statistical analysis and data entry and cleaning.,0.7345276872964169,,,0.18241042345276878,0.04723127035830619,0.035830618892508145,
"design and direct nuclear research projects to discover facts, to test or modify theoretical models, or to develop new theoretical models or new uses for current models.",0.6521739130434783,,,,0.34782608695652173,,
design and implement warehouse database structures.,0.5275590551181102,0.23622047244094488,,,0.07874015748031496,0.15748031496062992,
"design and implement web site security measures, such as firewalls or message encryption.",,,,,1.0,,
design and validate clinical databases including designing or testing logic checks.,,,,,1.0,,
"design complex graphics and animation, using independent judgment, creativity, and computer equipment.",0.734282325029656,,,,0.017793594306049824,0.2479240806642942,
design computer simulations to model physical data so that it can be better understood.,0.72,,,,0.28,,
"design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",0.71875,,,,0.015625,0.265625,
"design customer interface of online storefront, using web programming or e-commerce software.",0.6643835616438356,,,0.10273972602739724,0.2328767123287671,,
"design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",0.6314553990610329,0.11971830985915492,0.0539906103286385,0.0539906103286385,0.028169014084507046,0.11267605633802819,
"design databases to support business applications, ensuring system scalability, security, performance and reliability.",0.5341701534170153,0.17294281729428174,0.08786610878661087,0.027894002789400282,0.01673640167364017,0.1603905160390516,
"design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",0.84,,,,0.16,,
"design forms for receiving, processing, or tracking data.",0.7083333333333335,,,,0.2916666666666667,,
"design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",0.8740601503759399,,0.03947368421052632,0.041353383458646614,0.011278195488721806,0.03383458646616541,
design instructional aids for stand-alone or instructor-led classroom or online use.,0.7755102040816326,,,,0.22448979591836735,,
"design learning products, including web-based aids or electronic performance support systems.",0.8070175438596491,,,,0.1929824561403509,,
"design or conduct tests of new nanotechnology products, processes, or systems.",0.6923076923076923,,,,0.3076923076923077,,
design or develop automated testing tools.,0.6519174041297934,0.15240904621435597,0.021632251720747297,0.09931170108161258,,0.05801376597836775,0.01671583087512291
"design or develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",0.6344086021505376,,,,0.13978494623655913,0.2258064516129032,
design or implement web-based tools for querying large-scale biological databases.,0.7692307692307694,,,,0.2307692307692308,,
design patient education programs that include information required to make informed health care and treatment decisions.,0.68,,,,0.32,,
design research projects that apply valid scientific techniques and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.,0.6746987951807228,,,,0.3253012048192771,,
"design security policies, programs, or practices to ensure adequate security relating to issues such as protection of assets, alarm response, and access card use.",0.6933333333333335,,,,0.30666666666666664,,
"design sets, lighting, costumes, and other artistic elements of productions, in collaboration with cast members.",0.96,,,,0.04,,
"design silver articles, such as jewelry and serving pieces.",0.8214285714285714,,,,0.17857142857142858,,
"design software to control robotic systems for applications, such as military defense or manufacturing.",0.5789473684210527,0.17894736842105263,,,0.24210526315789477,,
"design, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",0.7257283545342633,0.09897414854329094,0.005006155108740255,0.022979072630283134,,0.14599917931883463,0.0013130898645876072
"design, configure, and test computer hardware, networking software and operating system software.",0.8571428571428571,,,,0.14285714285714285,,
"design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",0.6924163918982572,0.06735751295336788,0.03391427225624117,0.04851625058878946,0.006123410268487989,0.1516721620348563,
"design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",0.8031496062992126,,,,0.1968503937007874,,
"design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",0.4776119402985074,,,,0.5223880597014925,,
"design, plan, organize, or direct orientation and training programs for employees or customers.",,,,,1.0,,
"design, use, or maintain databases and software applications, such as geographic information systems (gis) mapping and artificial intelligence tools.",0.7142857142857143,,,,0.2857142857142857,,
"determine a published or broadcasted story's emphasis, length, and format and organize material accordingly.",0.95,,,,0.05,,
determine advertising medium to be used and prepare sample advertisements within the selected medium for presentation to customers.,0.9523809523809524,,,,0.047619047619047616,,
"determine and certify the eligibility of prospective tenants, following government regulations.",0.7241379310344827,,,,0.2758620689655172,,
"determine appropriate sizes, ratings, and locations for all system overcurrent devices, disconnect devices, grounding equipment, and surge suppression equipment.",0.8695652173913043,,,,0.13043478260869565,,
"determine campaign strategies for media advertising, positions on issues, and public appearances.",,,,,1.0,,
determine customers' financial services needs and prepare proposals to sell services that address these needs.,0.9,,,,0.1,,
determine data collection methods to be employed in research projects or surveys.,0.8,,,,0.2,,
determine efficient and cost-effective methods of moving goods from one location to another.,0.7037037037037037,,,,0.2962962962962962,,
"determine existence and amount of liability according to current laws, administrative and judicial precedents, and available evidence.",0.7148594377510039,,0.08835341365461848,,0.04819277108433735,0.08835341365461848,0.060240963855421686
"determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",0.8181818181818182,,,,0.18181818181818182,,
determine guidelines that specify which source material is acceptable for use.,0.7906976744186046,,,,0.20930232558139536,,
determine location for product listings to maximize exposure to online traffic.,0.95,,,,0.05,,
"determine method of shipment and prepare bills of lading, invoices, and other shipping documents.",0.8666666666666667,,,,0.13333333333333333,,
determine packaging requirements.,0.9666666666666669,,,,0.03333333333333333,,
"determine shipping methods, routes, or rates for materials to be shipped.",0.8571428571428571,,,,0.14285714285714285,,
"determine sources of web page or server problems, and take action to correct such problems.",0.3375291375291376,0.4223776223776224,0.0993006993006993,0.09557109557109555,,0.02657342657342657,0.018648018648018648
"determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction.",0.8219584569732937,0.049950544015825916,0.011869436201780416,0.04253214638971316,,0.06429277942631058,0.009396636993076165
determine the specific audio and visual effects and music necessary to complete films.,,,,,1.0,,
"determine which products should be featured in advertising, the advertising medium to be used, or when the ads should be run.",1.0,,,,,,
"determine which topics to research, or pursue research topics specified by clients or employers.",0.6956521739130435,,,,0.30434782608695654,,
develop an understanding of customers' needs and take actions to ensure that such needs are met.,0.5,,,,0.2222222222222222,0.2777777777777778,
develop an understanding of fields to which statistical methods are to be applied to determine whether methods and results are appropriate.,0.7948717948717949,,,,0.20512820512820512,,
"develop and direct software system testing and validation procedures, programming, and documentation.",0.6161745827984596,0.13286264441591786,0.021822849807445442,0.1286906290115533,,0.04589216944801027,0.05455712451861361
"develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",0.8552631578947368,,,,0.14473684210526316,,
develop and document database architectures.,0.46046511627906983,0.13023255813953488,0.13488372093023257,0.08837209302325581,0.06046511627906977,0.12558139534883722,
develop and document style guidelines for web site content.,0.8207171314741036,,,,0.07171314741035857,0.10756972111553784,
"develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",0.8145695364238411,0.076158940397351,,,0.10927152317880796,,
develop and implement individualized plans for health care management.,0.8484848484848484,,,,0.15151515151515152,,
develop and implement policies and procedures for the operation of a department or establishment.,,,,,1.0,,
develop and implement research quality control procedures.,0.3125,,,,0.22916666666666663,,0.45833333333333326
develop and implement solutions for network problems.,0.5979381443298969,0.2989690721649485,,,0.10309278350515465,,
"develop and interpret organizational goals, policies, and procedures.",0.7272727272727273,,,,0.2727272727272727,,
"develop and maintain an institution's registration, cataloging, and basic record-keeping systems, using computer databases.",,,,,1.0,,
develop and maintain client relationships.,,,,0.4888888888888889,0.5111111111111111,,
develop and maintain computer databases.,0.676,0.172,,0.064,0.008,0.08,
"develop and maintain computerized record management systems to store and process data such as personnel activities and information, and to produce reports.",0.6460176991150441,,,0.168141592920354,0.18584070796460178,,
develop and maintain course websites.,0.7045454545454546,,,,0.29545454545454547,,
develop and maintain media contact lists.,0.7142857142857143,,,,0.2857142857142857,,
"develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",0.7948717948717949,,,,0.07948717948717948,0.12564102564102564,
develop and modify astronomy-related programs for public presentation.,0.7027027027027027,,,,0.2972972972972973,,
"develop and organize training manuals, multimedia visual aids, and other educational materials.",0.8431372549019608,,,,0.15686274509803919,,
"develop and test experimental designs, sampling techniques, and analytical methods.",0.627906976744186,,,,0.37209302325581395,,
"develop and use multimedia course materials and other current technology, such as online courses.",0.9,,,,0.1,,
"develop and write procedures for installation, use, or troubleshooting of communications hardware or software.",,,,,1.0,,
develop application-specific software.,0.730892742453436,0.06358381502890173,0.02119460500963391,0.10725754656390495,0.005138086062941554,0.07193320488118175,
develop applied software for the analysis and interpretation of geological data.,,,,,1.0,,
"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",0.59375,,,,0.40625,,
"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",0.785480349344978,0.012008733624454149,0.016375545851528384,0.027292576419213975,0.0032751091703056763,0.15556768558951964,
"develop business methods and procedures, including accounting systems, file systems, office systems, logistics systems, and production schedules.",0.872340425531915,,,,0.1276595744680851,,
"develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of green products and technologies.",0.96,,,,0.04,,
develop concepts or creative ideas for craft objects.,0.8455284552845529,,,,0.15447154471544716,,
"develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success.",0.9736842105263157,,,,0.02631578947368421,,
develop criteria for the design and modification of survey instruments.,,,,,1.0,,
develop curricula and plan course content and methods of instruction.,0.7283950617283951,,,,0.2716049382716049,,
"develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching.",0.6666666666666665,,,,0.33333333333333326,,
"develop customer documentation, such as performance specifications, training manuals, or operating instructions.",0.7391304347826086,,,,0.2608695652173913,,
"develop data model describing data elements and how they are used, following procedures and using pen, template or computer software.",0.7661290322580645,0.034274193548387094,0.04233870967741935,0.06854838709677419,,0.0564516129032258,0.03225806451612903
develop data models and databases.,0.5106382978723404,,,,0.48936170212765956,,
"develop data models for applications, metadata tables, views or related database structures.",0.6651583710407238,0.1085972850678733,,0.07692307692307693,0.0497737556561086,0.0995475113122172,
"develop data warehouse process models, including sourcing, loading, transformation, and extraction.",0.54,,,,0.46,,
"develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",0.45365853658536587,0.13658536585365855,0.16585365853658537,,0.10243902439024391,0.14146341463414633,
develop databases that support web applications and web sites.,0.6458333333333335,,,,0.35416666666666674,,
"develop defense plans or tactics, using intelligence and other information.",0.75,,,,0.25,,
"develop economic models, forecasts, or scenarios to predict future economic and environmental outcomes.",0.7916666666666665,,,,0.20833333333333337,,
"develop educational materials and programs for community agencies, local government, and state government.",0.9032258064516128,,,,0.0967741935483871,,
"develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",,,,,1.0,,
"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",0.5564672856834377,0.12675448067372058,0.00410278557546966,0.03692507017922695,0.00021593608291945498,0.2755344418052256,
"develop graphics and layouts for product illustrations, company logos, and web sites.",0.8333333333333335,,,,0.16666666666666663,,
"develop ideas for creating dances, keeping notes and sketches to record influences.",0.5621436716077537,0.1265678449258837,,0.04903078677309008,0.005701254275940707,0.25655644241733183,
"develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies.",0.7530864197530864,,,,0.24691358024691362,,
develop instructional materials and conduct in-service and community-based educational programs.,0.8414634146341463,,,,0.15853658536585366,,
develop instructional materials and products for technology-based redesign of courses.,0.7635135135135136,,,,0.12162162162162163,0.11486486486486487,
develop instructional materials to be used by educators and instructors.,0.8309492847854356,0.013003901170351105,0.013003901170351105,0.02340702210663199,0.0026007802340702207,0.11703511053315994,
"develop instructional materials, such as lesson plans, handouts, or examinations.",0.7746400885935769,0.010520487264673311,0.008305647840531562,0.022702104097452932,0.0027685492801771874,0.18106312292358806,
develop instrumentation and software for astronomical observation and analysis.,0.725,,,,0.275,,
"develop interview techniques, rating scales, and psychological tests used to assess skills, abilities, and interests for the purpose of employee selection, placement, and promotion.",0.6973684210526315,,,,0.30263157894736836,,
"develop lists of prospective clients from sources such as newspaper items, company records, local merchants, or customers.",0.8870967741935484,,,,0.1129032258064516,,
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",0.903846153846154,,,,0.09615384615384617,,
"develop marketing materials, proposals, or presentation to generate new work opportunities.",0.8076923076923077,,,,0.19230769230769237,,
develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,0.7079646017699115,,,,0.2920353982300885,,
"develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (esg) issues.",0.826086956521739,,,,0.17391304347826086,,
"develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.",0.925,,,,0.075,,
"develop new business by contacting potential clients, making sales presentations, and writing proposals.",0.9555555555555556,,,,0.044444444444444446,,
develop new chemical engineering processes or production techniques.,0.6944444444444444,,,,0.3055555555555556,,
develop new principles and new relationships between existing mathematical principles to advance mathematical science.,0.8208955223880597,,,,0.1791044776119403,,
develop new software applications or customize existing applications to meet specific scientific project needs.,0.7468607305936074,0.0881849315068493,0.0182648401826484,0.05507990867579909,,0.0867579908675799,0.004851598173515981
develop or analyze information to assess the current or future financial status of firms.,0.8720112517580872,0.02109704641350211,0.02250351617440225,,0.014064697609001406,0.04219409282700422,0.02812939521800281
develop or apply data mining and machine learning algorithms.,0.8146580530184896,0.037814658053018486,0.026008019603475162,0.07913789262642014,,0.015537981733125417,0.02684339496547115
"develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures.",0.7553191489361702,0.06648936170212766,,0.07978723404255318,0.02925531914893617,0.06914893617021277,
develop or coordinate fitness and wellness programs or services.,,,,,1.0,,
develop or direct software system testing or validation procedures.,0.5796257796257797,0.13056133056133057,0.02411642411642412,0.1417879417879418,,0.03659043659043659,0.08731808731808732
develop or direct study courses or religious education programs within congregations.,0.8181818181818182,,,,0.18181818181818182,,
develop or document style guidelines for web site content.,0.8422619047619048,,,,0.1011904761904762,0.05654761904761905,
develop or implement electronic maintenance programs or computer information management systems.,0.6596638655462185,0.09663865546218489,,0.15546218487394958,0.08823529411764706,,
develop or implement fund investment policies or strategies.,0.782608695652174,,,,0.21739130434782608,,
develop or implement marketing strategies.,0.7378640776699029,,,,0.2621359223300971,,
"develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",0.8082901554404145,,,0.08808290155440414,0.05181347150259067,,0.05181347150259067
develop or implement procedures for ongoing web site revision.,0.6529466791393826,0.13376987839101964,0.0420954162768943,0.05986903648269411,0.011225444340505144,0.10009354536950422,
develop or implement procedures or systems to evaluate or select suppliers.,0.9473684210526316,,,,0.05263157894736842,,
"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.7090909090909091,,,,0.2909090909090909,,
develop or implement risk-assessment models or methodologies.,0.7033898305084746,,,0.22033898305084743,0.07627118644067797,,
"develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",0.8044692737430168,,,0.08379888268156424,0.11173184357541899,,
"develop or maintain archived procedures, procedural codes, or queries for applications.",0.532608695652174,0.16304347826086957,,0.17391304347826086,0.13043478260869565,,
"develop or maintain cost estimates, forecasts, or cost models.",0.6666666666666665,,,,0.33333333333333326,,
develop or maintain internal or external company web sites.,0.6720383275261324,0.15156794425087108,0.017857142857142856,0.046167247386759584,0.001742160278745644,0.11062717770034843,
develop or maintain payment systems to ensure accuracy of vendor payments.,0.68,,,,0.32,,
"develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",0.8571428571428571,,,,0.14285714285714285,,
"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.8256302521008404,0.03571428571428571,,0.08403361344537816,0.0546218487394958,,
"develop or provide technical resources, such as course management and videoconferencing systems, networking, and webcasting, for distance learning programs.",0.8461538461538461,,,,0.15384615384615383,,
"develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",0.5,,0.2857142857142857,,0.21428571428571427,,
"develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",0.7346938775510204,,,,0.2653061224489796,,
"develop or validate specialized materials characterization procedures, such as thermal withstand, fatigue, notch sensitivity, abrasion, or hardness tests.",0.6785714285714286,,,,0.32142857142857145,,
"develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",0.6,,,,0.4,,
"develop preproduction ideas and incorporate them into outlines, scripts, story boards, and graphics.",0.803191489361702,,,,0.06914893617021277,0.1276595744680851,
"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",,,,0.39583333333333326,0.6041666666666665,,
develop program plans for individuals or assist in plan development.,,,,,1.0,,
develop prospect lists.,0.9032258064516128,,,,0.0967741935483871,,
"develop prospects from current commercial customers, referral leads, or sales or trade meetings.",0.9777777777777775,,,,0.022222222222222223,,
"develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",0.8387096774193549,,,,0.16129032258064516,,
develop software applications or programming to use for statistical modeling and graphic analysis.,0.6379310344827587,,,,0.3620689655172413,,
develop specialized computer software routines to customize and integrate image analysis.,0.7877906976744186,,,0.1308139534883721,0.023255813953488372,0.05813953488372093,
develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,0.6795827123695976,,0.07898658718330849,0.12518628912071536,0.01639344262295082,0.022354694485842028,0.07749627421758569
"develop story or content ideas, considering reader or audience appeal.",0.8666666666666667,,,,0.13333333333333333,,
"develop system engineering, software engineering, system integration, or distributed system architectures.",0.5714285714285714,,,,0.4285714285714285,,
develop system interaction or sequence diagrams.,0.6666666666666665,,,,0.33333333333333326,,
"develop teaching aids such as instructional software, multimedia visual aids, or study materials.",0.8407643312101911,,0.0589171974522293,0.02388535031847134,0.01910828025477707,0.05732484076433122,
"develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course web sites.",0.8108974358974359,,,,0.05128205128205128,0.13782051282051286,
"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.8833955223880597,,,0.024253731343283583,0.011194029850746268,0.08115671641791045,
"develop tests, questionnaires, and procedures that measure the effectiveness of curricula and use these tools to determine whether program objectives are being met.",0.32592592592592595,,,,0.08148148148148149,,0.5925925925925926
develop theories based on personal observations or on observations and theories of other astronomers.,,,,,1.0,,
"develop training materials and procedures, or train users in the proper use of hardware or software.",,,,,1.0,,
develop training programs or routines designed to improve athletic performance.,,,,,1.0,,
"develop transactional web applications, using web programming software and knowledge of programming languages, such as hypertext markup language (html) and extensible markup language (xml).",0.7865519937451134,0.0906958561376075,,0.0398749022673964,0.002345582486317435,0.0805316653635653,
"develop treatment plan to meet needs of patient, based on needs assessment, patient interests and objectives of therapy.",0.8620689655172413,,,,0.1379310344827586,,
"develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.",0.7037037037037037,,,,0.2962962962962962,,
"develop web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.8695652173913043,,,,0.04859335038363171,0.08184143222506395,
"develop, administer and evaluate applicant tests.",0.6216216216216216,,,,0.3783783783783784,,
"develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.",0.7395833333333335,,,,0.03125,0.22916666666666663,
"develop, implement or evaluate health information technology applications, tools, processes or structures to assist nurses with data management.",0.7272727272727273,,,,0.2727272727272727,,
"develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",0.7403314917127072,0.055248618784530384,0.055248618784530384,,0.07458563535911603,,0.07458563535911603
"develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",,,,,1.0,,
"develop, maintain, and teach online courses.",,,,,1.0,,
