task_name,pct
"Inform customers of available options for advertisement artwork, and provide samples.",0.0
"Troubleshoot fuel, ignition, and emissions control systems, using electronic testing equipment.",0.0
"Match order forms with invoices, and record the necessary information.",0.0
"Participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",0.0
"Process and prepare documents, such as business or government forms and expense reports.",0.0
"Document software defects, using a bug tracking system, and report defects to software developers.",0.0
"Provide technical information about test results to physicians, family members, or researchers.",0.0
"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",0.0
"Perform statistical analyses, such as social network pattern analysis, network modeling, discrete event simulation, agent-based modeling, statistical natural language processing, computational sociology, mathematical optimization, or systems dynamics.",0.0
"Direct daily operations of departments, coordinating project activities with other departments.",0.0
"Create basic designs, drawings, and illustrations for product labels, cartons, direct mail, or television.",0.0
Explain drawings to production or construction teams and provide adjustments as necessary.,0.0
Monitor performance of quality control systems to ensure effectiveness and efficiency.,0.0
Review rents to ensure that they are in line with rental markets.,0.0
Evaluate the quality and effectiveness of nursing practice or organizational systems.,0.0
"Develop, recommend, or manage security procedures for operations or processes, such as security call centers, access control, and reporting tools.",0.0
"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",0.0
Determine how food should be presented and create decorative food displays.,0.0
Monitor security system performance logs to identify problems and notify security specialists when problems occur.,0.0
"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",0.0
Evaluate and manage chronic pain conditions.,0.0
"Educate, prepare, and reassure patients and their families by answering questions, providing physical assistance, and reinforcing physicians' advice regarding treatment reactions or post-treatment care.",0.0
Weigh or measure ingredients.,0.0
"Develop graphics and layouts for product illustrations, company logos, and Web sites.",0.0
"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",0.0
Prepare necessary documents to obtain planned project approvals or permits.,0.0
Establish fundraising or participation goals for special events or specified time periods.,0.0
"Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills.",0.0
"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",0.0
"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",0.0
"Specialize in an area of history or technology, researching topics or items relevant to collections to determine what should be retained or acquired.",0.0
Monitor bug resolution efforts and track successes.,0.0
"Compute design specifications for implementation of conservation practices, using survey or field information, technical guides or engineering manuals.",0.0
"Confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced.",0.0
Identify and correct deviations from database development standards.,0.0
Counsel women regarding the nutritional requirements of pregnancy.,0.0
Instruct others in the selection and use of bioinformatics tools.,0.0
"Calculate, or verify calculations of, prescribed radiation doses.",0.0
Determine work assignments and procedures.,0.0
"Answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",0.0
Determine location for product listings to maximize exposure to online traffic.,0.0
Write and revise safety regulations and codes.,0.0
"Draw and print charts, graphs, illustrations, and other artwork, using computer.",0.0
Input data into databases.,0.0
Develop or implement strategies to meet the needs of students with a variety of disabilities.,0.0
Keep records of invoices and support documents.,0.0
Prepare reports on students and activities as required by administration.,0.0
Develop engineering specifications or cost estimates for automotive design concepts.,0.0
"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.0
"Consider such factors as ensemble size and abilities, availability of scores, and the need for musical variety, to select music to be performed.",0.0
"Prepare meeting agendas, attend meetings, and record and transcribe minutes.",0.0
"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.0
Enter customers' transactions into computers to record transactions and issue computer-generated receipts.,0.0
Provide information to the public by leading workshops and training programs and by developing educational materials.,0.0
"Confer with clients, editors, publishers, or producers to discuss changes or revisions to written material.",0.0
Code data in preparation for computer entry.,0.0
"Provide customers with travel suggestions and information sources, such as guides, directories, brochures, or maps.",0.0
Coordinate work assignment preparation and completion with other workers.,0.0
"Confer with parents and staff to discuss educational activities, policies, and student behavior or learning problems.",0.0
"Answer customers' questions and explain available services, such as deposit accounts, bonds, and securities.",0.0
"Experiment with different sounds, and types and pieces of music, using synthesizers and computers as necessary to test and evaluate ideas.",0.0
Instruct emergency medical response team about emergency interventions to ensure correct application of procedures.,0.0
"Identify, collect, record, or analyze data relevant to the nursing care of patients.",0.0
"Recommend or arrange appropriate merchandise packing methods, according to climate, terrain, weight, nature of goods, or costs.",0.0
"Plan and teach classes on topics such as information literacy, library instruction, and technology use.",0.0
"Investigate sources, such as auctions, estate sales, liquidators, wholesalers, or trade shows for new items, used items, or collectibles.",0.0
Teach courses within their department.,0.0
Determine appropriate methods for fabricating and joining materials.,0.0
Assess students' dancing abilities to determine where improvement or change is needed.,0.0
"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",0.0
"Analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.0
"Complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",0.0
Explain real and personal property taxes to property owners.,0.0
Integrate remotely sensed data with other geospatial data.,0.0
Interpret the results of standardized tests to determine students' strengths and areas of need.,0.0
"Compose, type, and mail customer statements and other correspondence related to issues such as discrepancies and outstanding unpaid items.",0.0
Evaluate athletes' skills and review performance records to determine their fitness and potential in a particular area of athletics.,0.0
"Submit project deliverables to clients, ensuring adherence to quality standards.",0.0
Analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.,0.0
"Plan, administer, and control budgets, maintain financial records, and produce financial reports.",0.0
Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,0.0
Request and review project updates to ensure deadlines are met.,0.0
Assess physical performance requirements to aid in the development of individualized recovery or rehabilitation exercise programs.,0.0
"Instruct vendors or contractors on quality guidelines, testing procedures, or ways to eliminate deficiencies.",0.0
"Prepare project budgets, schedules, or specifications for labor or materials.",0.0
Create signs to advertise store products or events.,0.0
Plan or lead religious education programs.,0.0
"Prepare and issue orders of the court, such as probation orders, release documentation, sentencing information, or summonses.",0.0
Complete forms in accordance with company procedures.,0.0
"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",0.0
"Plan and develop instructional methods and content for educational, vocational, or student activity programs.",0.0
Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.,0.0
"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",0.0
"Confer with engineers or other personnel to implement operating procedures, resolve system malfunctions, or provide technical information.",0.0
Interview patients to obtain comprehensive medical histories.,0.0
"Interpret diagnostic or laboratory tests, such as electrocardiograms (EKGs) and renal functioning tests.",0.0
Prepare reports that detail investigation findings.,0.0
"Compile, administer, and grade examinations or assign this work to others.",0.0
Perform systems analysis or programming of radio frequency identification device (RFID) technology.,0.0
"Guide or counsel students with adjustment problems, academic problems, or special academic interests.",0.0
Develop or direct study courses or religious education programs within congregations.,0.0
Maintain inventory records.,0.0
Draft detailed dimensional drawings and design layouts for projects to ensure conformance to specifications.,0.0
"Prepare management recommendations, such as proposed fee and tariff increases or schedule changes.",0.0
Evaluate the effectiveness of counseling programs on clients' progress in resolving identified problems and moving towards defined objectives.,0.0
Explain assembly procedures or techniques to other workers.,0.0
"Answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.0
"Set educational standards and goals, and help establish policies and procedures to carry them out.",0.0
Create project status presentations for delivery to customers or project personnel.,0.0
"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",0.0
Develop and coordinate educational programs for residents.,0.0
"Communicate with children's parents or guardians about daily activities, behaviors, and related issues.",0.0
"Open, read, route, and distribute incoming mail or other materials and answer routine letters.",0.0
Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,0.0
Make system device lists or event timing charts.,0.0
"Interpret the results of neuroimaging studies, such as Magnetic Resonance Imaging (MRI), Single Photon Emission Computed Tomography (SPECT), and Positron Emission Tomography (PET) scans.",0.0
Conduct investigations of information security breaches to identify vulnerabilities and evaluate the damage.,0.0
Present the results of mathematical modeling and data analysis to management or other end users.,0.0
"Calculate labor and equipment requirements and production specifications, using standard formulas.",0.0
Make manuscript acceptance or revision recommendations to the publisher.,0.0
Develop or write Individualized Education Programs (IEPs) for students.,0.0
Explain and demonstrate safety procedures and safety equipment use.,0.0
Respond to public suggestions and complaints.,0.0
"Verify the authenticity of documents, such as foreign identification or immigration documents.",0.0
"Develop defense plans or tactics, using intelligence and other information.",0.0
Formulate or implement regulatory affairs policies and procedures to ensure that regulatory compliance is maintained or enhanced.,0.0
"Verify adherence of documentation to customs, insurance, or regulatory requirements.",0.0
"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",0.0
Analyze information about supplier performance or procurement program success.,0.0
"Explain and interpret house rules, such as game rules or betting limits, for patrons.",0.0
Sort cargo before loading and unloading.,0.0
"Analyze proposed legislation, regulations, or rule changes to determine how agency services could be impacted.",0.0
"Provide information about establishment, such as location of departments or offices, employees within the organization, or services provided.",0.0
Write information in medical records or provide narrative summaries to communicate patient information to other health care providers.,0.0
"Arrange music composed by others, changing the music to achieve desired effects.",0.0
Provide input into the design and manufacturing of new equipment.,0.0
Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,0.0
Conduct safety training or education programs and demonstrate the use of safety equipment.,0.0
Provide customers with information about local roads or highways.,0.0
Explain changes in contract provisions to customers.,0.0
"Prepare and submit budget requests and recommendations, or grant proposals to solicit program funding.",0.0
"Perform bookkeeping work, including posting data or keeping other records concerning costs of goods or services or the shipment of goods.",0.0
Monitor equipment to ensure proper operation.,0.0
Calculate amount of claim.,0.0
Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,0.0
"Maintain and update filing, inventory, mailing, and database systems, either manually or using a computer.",0.0
"Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",0.0
"Maintain records of contacts, accounts, and orders.",0.0
Maintain records and logbooks.,0.0
Determine which products or colors will improve clients' skin quality and appearance.,0.0
"Research particular roles to find out more about a character, or the time and place in which a piece is set.",0.0
"Design databases to support healthcare applications, ensuring security, performance and reliability.",0.0
"Estimate the costs and benefits of municipal projects, such as hydroelectric power plants, irrigation systems, and wastewater treatment facilities.",0.0
"Meet with clients to answer queries on subjects such as risk exposure, market scenarios, or values-at-risk calculations.",0.0
Forecast material costs or develop standard cost lists.,0.0
Complete form letters in response to requests or problems identified by correspondence.,0.0
Direct the development or implementation of policies and procedures related to compliance throughout an organization.,0.0
"Devise missions, challenges, or puzzles to be encountered in game play.",0.0
Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,0.0
"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",0.0
"Prepare forecasts or briefings to meet the needs of industry, business, government, or other groups.",0.0
"Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders.",0.0
"Communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",0.0
"Prepare reports and maintain records, such as student grades, attendance rolls, and training activity details.",0.0
"Estimate parts and labor to repair damage, using standard automotive labor and parts cost manuals and knowledge of automotive repair.",0.0
"Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",0.0
"Conduct needs assessments or surveys to determine interest in, or satisfaction with, wellness and fitness programs, events, or services.",0.0
Match individuals' needs and eligibility with available financial aid programs to provide informed recommendations.,0.0
Prepare reports of findings and recommendations.,0.0
Develop databases that support Web applications and Web sites.,0.0
Assign duties or responsibilities to project personnel.,0.0
"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",0.0
Write grant proposals to procure external research funding.,0.0
Confer with customers to determine the nature of problems or to explain repairs.,0.0
"Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.",0.0
"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",0.0
"Assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",0.0
Write reports or proposals related to photonics research or development projects.,0.0
"Inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays.",0.0
"Review final layouts and suggest improvements, as needed.",0.0
Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,0.0
"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members.",0.0
Advise other physicians on the treatment of neurological problems.,0.0
"Identify protocol problems, inform investigators of problems, or assist in problem resolution efforts, such as protocol revisions.",0.0
"Advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.0
"Inform Web site users of problems, problem resolutions, or application changes and updates.",0.0
"Interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications.",0.0
Complete and maintain time and attendance forms and inventory lists.,0.0
"Analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",0.0
Access computerized financial information to answer general questions as well as those related to specific accounts.,0.0
"Compute, withhold, and account for all payroll deductions.",0.0
Calculate potential energy savings by comparing estimated energy consumption of proposed design to baseline standards.,0.0
"Develop or implement production tracking or quality control systems, analyzing production, quality control, maintenance, or other operational reports to detect production problems.",0.0
"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements.",0.0
Recommend adjudication of product complaints.,0.0
Estimate costs of vehicle repair.,0.0
"Read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",0.0
Answer customers' questions about postal services and regulations.,0.0
Present clients with information required to make informed health care and treatment decisions.,0.0
"Prepare reports, manuscripts, proposals, and technical manuals for use by other scientists and requestors, such as sponsors and customers.",0.0
Plan commercial displays to entice and appeal to customers.,0.0
Schedule staff hours and assign duties.,0.0
Identify and recommend energy savings strategies to achieve more energy-efficient operation.,0.0
"Answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0
Complete reports and forms required to finalize cases.,0.0
Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,0.0
Prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns.,0.0
Record amounts and types of special food items served to customers.,0.0
Keep records and accounts.,0.0
Document help desk requests and resolutions.,0.0
Provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,0.0
"Tell jokes, perform comic dances, songs and skits, impersonate mannerisms and voices of others, contort face, and use other devices to amuse audiences.",0.0
Review forensic analysts' reports for technical merit.,0.0
Visually inspect equipment to detect surface defects.,0.0
"Devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",0.0
Evaluate patients' progress and prepare reports that detail progress.,0.0
Prepare documentation for case reports or court proceedings.,0.0
Examine accounting systems and records to determine whether accounting methods used were appropriate and in compliance with statutory provisions.,0.0
Estimate cost of restoration work.,0.0
"Perform general administrative tasks, such as keeping records or writing reports.",0.0
"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",0.0
Direct the compilation of summary sheets that show wager amounts and payoffs for races or events.,0.0
"Maintain records, such as quantities or types of processing completed, materials used, or customer charges.",0.0
"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",0.0
"Maintain updated client records with plans, notes, appropriate forms, or related information.",0.0
"Calculate gross and net tonnage, hold capacities, volumes of stored fuel and water, cargo weights, and vessel stability factors, using mathematical formulas.",0.0
"Calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",0.0
Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,0.0
Maintain sales forecasting reports.,0.0
Refer clients to medical personnel for treatment of serious skin problems.,0.0
Keep records of customers' charges and payments.,0.0
Season and cook food according to recipes or personal judgment and experience.,0.0
"Explain testing procedures to patients, answering questions or reassuring patients, as needed.",0.0
Clean or prepare various foods for cooking or serving.,0.0
"Collect supplementary information needed to assist client, such as employment records, medical records, or school reports.",0.0
"Gather all relevant material for bid processes, and coordinate bidding and contract approval.",0.0
Determine customers' financial services needs and prepare proposals to sell services that address these needs.,0.0
"Check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",0.0
"Educate patients and family members about mental health and medical conditions, preventive health measures, medications, or treatment plans.",0.0
Contact job applicants to inform them of the status of their applications.,0.0
"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",0.0
"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",0.0
Identify transaction mistakes when debits and credits do not balance.,0.0
"Collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (RFID) technology.",0.0
"Record and maintain files or records of customer requests, work or services performed, charges, expenses, inventory, or other dispatch information.",0.0
Retrieve and examine real estate closing files for accuracy and to ensure that information included is recorded and executed according to regulations.,0.0
"Advise or inform guardians, relatives, or significant others of patients' conditions or treatment.",0.0
Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,0.0
Assess nature and extent of illness or injury to establish and prioritize medical procedures.,0.0
"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0.0
Prepare accident reports.,0.0
"Write, review, or maintain engineering documentation.",0.0
"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.0
"Define and analyze objectives, scope, issues, or organizational impact of information systems.",0.0
"Design sets, lighting, costumes, and other artistic elements of productions, in collaboration with cast members.",0.0
"Prepare contracts or negotiate revisions to contractual agreements with architects, consultants, clients, suppliers, or subcontractors.",0.0
Prepare reports documenting investigation activities and results.,0.0
"Monitor and analyze system performance, such as network traffic, security, and capacity.",0.0
Conduct social research.,0.0
"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",0.0
"Prepare and deliver lectures to undergraduate or graduate students on topics such as organic chemistry, analytical chemistry, and chemical separation.",0.0
Read corrected copies or proofs to ensure that all corrections have been made.,0.0
Cut and edit film or tape to integrate component parts into desired sequences.,0.0
Link or chart suspects to criminal organizations or events to determine activities and interrelationships.,0.0
"Specify power supply requirements and configuration, drawing on system performance expectations and design specifications.",0.0
"Sort products or materials into predetermined sequences or groupings for display, packing, shipping, or storage.",0.0
"Prepare charges or responses to charges, or information for court cases, according to formalized procedures.",0.0
Inform designated employees or departments of items loaded or problems encountered.,0.0
"Identify prospective customers, using business directories, leads from existing clients, participation in organizations, or trade show or conference attendance.",0.0
"Apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.0
"Open, sort, and distribute incoming correspondence, including faxes and email.",0.0
Evaluate transportation project needs or costs.,0.0
"Read and interpret blueprints, schematics, work specifications, drawings, or charts.",0.0
"Prepare technical and research reports, such as environmental impact reports, and communicate the results to individuals in industry, government, or the general public.",0.0
Analyze marketing or sales trends to forecast future conditions.,0.0
"Conduct agricultural research, analyze data, and prepare research reports.",0.0
Prepare project proposals.,0.0
Contact carriers for rates or schedules.,0.0
"Prepare sketches of ideas, detailed drawings, illustrations, artwork, or blueprints, using drafting instruments, paints and brushes, or computer-aided design equipment.",0.0
"Appraise property values, assessing income potential when relevant.",0.0
"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",0.0
"Recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",0.0
"Develop, validate, and document test routines and schedules to ensure that test cases mimic external interfaces and address all browser and device types.",0.0
Compile information on content and context of information to be translated and on intended audience.,0.0
Select cartographic elements needed for effective presentation of information.,0.0
Converse with customers to determine details of equipment problems.,0.0
"Analyze patient's medical history, medication allergies, physical condition, and examination results to verify operation's necessity and to determine best procedure.",0.0
"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results.",0.0
"Review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",0.0
Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,0.0
"Inspect completed work to ensure conformance to specifications, standards, and contract requirements.",0.0
"Develop and apply time and cost networks to plan, control, and review large projects.",0.0
"Monitor, evaluate, and record client progress with respect to treatment goals.",0.0
"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",0.0
Evaluate advertising and promotion programs for compatibility with public relations efforts.,0.0
"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",0.0
"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",0.0
"Address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements.",0.0
"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.",0.0
"Visualize and compute dimensions, sizes, shapes, and tolerances of assemblies, based on specifications.",0.0
"Inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work.",0.0
Record the specifics of malfunctioning machines and document malfunctions needing repair.,0.0
Collect data through surveys or experimentation.,0.0
"Schedule special events, such as camps, conferences, meetings, seminars, or retreats.",0.0
Prepare employee work schedules.,0.0
"Locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",0.0
"Document user support activity, such as system problems, corrective actions, resolution status, and completed equipment installations.",0.0
"Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",0.0
"Direct marketing, advertising, or other customer recruitment efforts.",0.0
"Search files and contact witnesses, attorneys, or litigants to obtain information for the court.",0.0
Inspect plants and bud ties to assess quality.,0.0
"Gather records pertinent to specific problems, review them for completeness and accuracy, and attach records to correspondence as necessary.",0.0
"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",0.0
Identify interested and qualified customers to provide them with additional information.,0.0
Evaluate analytical methods and procedures to determine how they might be improved.,0.0
Test new or updated software or tools and provide feedback to developers.,0.0
"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",0.0
Confer with customers to determine project requirements or to provide cost estimates.,0.0
"Sketch rough and detailed drawings of apparel or accessories, and write specifications such as color schemes, construction, material types, and accessory requirements.",0.0
Develop and maintain log of surveillance observations.,0.0
Design and implement data repositories to integrate data.,0.0
"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",0.0
"Explain rules established by owner or management, such as sanitation or maintenance requirements or parking regulations.",0.0
Prepare required paperwork pertaining to departmental functions.,0.0
"Confer with systems analysts, engineers, programmers and others to design systems and to obtain information on project limitations and capabilities, performance requirements and interfaces.",0.0
"Develop or implement research methodologies or statistical analysis plans to test and evaluate developmental prototypes used in new products or processes, such as cockpit designs, user workstations, or computerized human models.",0.0
"Teach library patrons basic computer skills, such as searching computerized databases.",0.0
Evaluate new products for usefulness and suitability.,0.0
"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs.",0.0
"Design, implement, or establish requirements for security systems, video surveillance, motion detection, or closed-circuit television systems to ensure proper installation and operation.",0.0
Compute and record totals of transactions.,0.0
"Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information.",0.0
"Implement Web site security measures, such as firewalls or message encryption.",0.0
"Set up and operate computer editing systems, electronic titling systems, video switching equipment, and digital video effects units to produce a final product.",0.0
Keep records of work performed.,0.0
"Develop performance standards, and evaluate work in light of established standards.",0.0
Create client presentations of plan details.,0.0
"Demonstrate equipment to customers, and explain functioning of equipment.",0.0
"Prepare reports of services rendered, tools used, or time required, for billing purposes.",0.0
"Resolve garbled or indecipherable messages, using cryptographic procedures and equipment.",0.0
Monitor and review paperwork procedures and systems to prevent error-related shortages.,0.0
Record and process results of procedures.,0.0
"Collaborate with other personnel to plan and develop recipes or menus, taking into account such factors as seasonal availability of ingredients or the likely number of customers.",0.0
"Advocate for patients' and families' needs, or provide emotional support for patients and their families.",0.0
Organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,0.0
"Prepare and deliver lectures to undergraduate or graduate students on topics such as mechanics, hydraulics, and robotics.",0.0
Examine objects to be included in exhibits to plan where and how to display them.,0.0
Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.,0.0
"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",0.0
Confer with customers and engineers to assess equipment needs and to determine system requirements.,0.0
Calculate actual treatment dosages delivered during each session.,0.0
"Advise architects, builders, and other construction personnel on fire prevention equipment and techniques and on fire code and standard interpretation and compliance.",0.0
Prepare and process requisitions and purchase orders for supplies and equipment.,0.0
Compile or develop materials to submit to granting or other funding organizations.,0.0
Analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,0.0
"Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.",0.0
"Resolve personnel problems, complaints, or formal grievances when possible, or refer them to higher-level supervisors for resolution.",0.0
Explain company policies and procedures to staff using oral or written communication.,0.0
Teach in colleges and universities.,0.0
"Inspect crops, fields, or plant stock to determine conditions and need for cultivating, spraying, weeding, or harvesting.",0.0
"Describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration.",0.0
Interview job applicants to obtain and verify information used to screen and evaluate them.,0.0
Develop and implement behavioral management and care plans for clients.,0.0
"Design specialized or customized equipment, machines, or structures.",0.0
"Evaluate the structure, efficiency, activities, and performance of government agencies.",0.0
Store completed documents in appropriate locations.,0.0
Refer patients to medical specialists or other practitioners when necessary.,0.0
"Refer patients to medical specialists, social services, or other professionals as appropriate.",0.0
Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,0.0
Enter insurance- and claims-related information into database systems.,0.0
Explain and demonstrate work tasks to new workers or assign training tasks to experienced workers.,0.0
Write applications for research grants.,0.0
"Provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",0.0
"Plan and schedule programming and event coverage, based on broadcast length, time availability, and other factors, such as community needs, ratings data, and viewer demographics.",0.0
"Prepare rental or lease agreements, specifying charges and payment procedures for use of machinery, tools, or other items.",0.0
Document test procedures to ensure replicability and compliance with standards.,0.0
"Separate materials or products according to size, weight, type, condition, color, or shade.",0.0
"Perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures.",0.0
"Conduct personal background investigations, such as pre-employment checks, to obtain information about an individual's character, financial status, or personal history.",0.0
"Maintain wellness- and fitness-related schedules, records, or reports.",0.0
Refer clients to other types of therapists when necessary.,0.0
Compute costs of labor and materials to determine production costs of products and articles.,0.0
Analyze new legislation to determine impact on risk exposure.,0.0
Answer questions and provide future tax planning to clients.,0.0
Conduct user research to determine design requirements and analyze user feedback to improve design quality.,0.0
Answer questions about game rules and casino policies.,0.0
"Document patient information including session notes, progress notes, recommendations, and treatment plans.",0.0
Maintain logistics records in accordance with corporate policies.,0.0
Evaluate patients' vital signs or laboratory data to determine emergency intervention needs and priority of treatment.,0.0
"Create visual representations of geospatial data, using complex procedures such as analytical modeling, three-dimensional renderings, or plot creation.",0.0
Prepare publications and reports containing research findings.,0.0
"Supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.",0.0
Teach patient education programs that include information required to make informed health care and treatment decisions.,0.0
"Obtain and record accurate patient history, including prior test results or information from physical examinations.",0.0
"Study diagnostic records, such as medical or dental histories, plaster models of the teeth, photos of a patient's face and teeth, and X-rays, to develop patient treatment plans.",0.0
Confer with clients to discuss and determine layout design.,0.0
Perform data entry and other clerical work as required for project completion.,0.0
"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",0.0
Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,0.0
Diagnose and repair vehicle heating and cooling systems.,0.0
Explain products or services and prices and demonstrate use of products.,0.0
Consult with clients to determine functional or spatial requirements of structures.,0.0
"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",0.0
"Prepare invoices, shipping documents, and contracts.",0.0
"Plan, organize, or lead group activities for customers, such as exercise routines, athletic events, or arts and crafts.",0.0
Record operational data on specified forms.,0.0
Apply selected research findings to practice.,0.0
"Prepare lesson materials, bulletin board displays, exhibits, equipment, and demonstrations.",0.0
