task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
Clean and manipulate raw data using statistical software.,0.3013,0.2853,0.0288,0.0,0.3766,0.008,0.0
Clean or prepare various foods for cooking or serving.,0.6522,0.087,0.1739,0.0,0.0435,0.0435,0.0
Coach client representatives in effective communication with the public or with employees.,0.1222,0.23079999999999998,0.1118,0.0233,0.4705,0.0414,0.0
Coach senior executives and managers on leadership and performance.,0.2535,0.2183,0.162,0.0282,0.2887,0.0493,0.0
Code data in preparation for computer entry.,0.5614,0.0702,0.0175,0.0,0.3333,0.0175,0.0
"Code data prior to computer entry, using lists of codes.",0.6667000000000001,0.0667,0.0,0.0,0.2667,0.0,0.0
Code documents according to company procedures.,0.7111,0.0444,0.0,0.0444,0.2,0.0,0.0
"Code, evaluate, or interpret collected study data.",0.2933,0.10779999999999999,0.1625,0.0079,0.3796,0.0489,0.0
Collaborate with counselors to develop counseling programs that address the needs of individual students.,0.5172,0.0345,0.10339999999999999,0.0,0.3103,0.0345,0.0
Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,0.0,0.7222,0.0556,0.0,0.16670000000000001,0.0556,0.0
Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,0.09140000000000001,0.5571,0.1471,0.0139,0.1577,0.0329,0.0
Collaborate with other actors as part of an ensemble.,0.0,0.7979,0.0106,0.0213,0.1702,0.0,0.0
"Collaborate with other personnel to plan and develop recipes or menus, taking into account such factors as seasonal availability of ingredients or the likely number of customers.",0.1456,0.0971,0.0097,0.0,0.7379000000000001,0.0097,0.0
Collaborate with other writers on specific projects.,0.0,0.4118,0.0,0.0,0.5882000000000001,0.0,0.0
Collaborate with staff members to plan or develop programs of events or schedules of activities.,0.21969999999999998,0.060700000000000004,0.0331,0.0175,0.6618,0.0074,0.0
"Collaborate with web development professionals, such as front-end or back-end developers, to complete the full scope of Web development projects.",0.035699999999999996,0.6429,0.0,0.0,0.2857,0.035699999999999996,0.0
Collaborate with workers and managers to solve work-related problems.,0.2,0.4571,0.0,0.0286,0.2571,0.0571,0.0
"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.3835,0.2861,0.0885,0.0118,0.2006,0.029500000000000002,0.0
"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.34909999999999997,0.0408,0.2643,0.0277,0.2741,0.044000000000000004,0.0
Collect and analyze data to determine environmental conditions and restoration needs.,0.3529,0.1176,0.2353,0.0,0.2647,0.0294,0.0
"Collect and analyze data, such as studying old records, tallying the number of outpatients entering each day or week, or participating in federal, state, or local population surveys as a Census Enumerator.",0.6439,0.0833,0.030299999999999997,0.0076,0.2348,0.0,0.0
Collect and analyze relevant data to identify real estate market trends.,0.40380000000000005,0.098,0.1452,0.0070999999999999995,0.3235,0.022400000000000003,0.0
"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",0.5179,0.0716,0.0661,0.0040999999999999995,0.3251,0.0152,0.0
"Collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (RFID) technology.",0.6111,0.22219999999999998,0.0,0.16670000000000001,0.0,0.0,0.0
"Collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",0.2813,0.125,0.1563,0.09380000000000001,0.3125,0.0313,0.0
Collect data through surveys or experimentation.,0.3789,0.10529999999999999,0.0842,0.2842,0.1474,0.0,0.0
"Collect information about clients through interviews, observation, or tests.",0.2332,0.287,0.0617,0.1099,0.302,0.0063,0.0
"Collect information about clients, using techniques such as testing, interviewing, discussion, or observation.",0.24960000000000002,0.2753,0.049800000000000004,0.1275,0.2924,0.0054,0.0
"Collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",0.22219999999999998,0.3319,0.1326,0.1421,0.1631,0.008,0.0
"Collect information and make judgments through observation, interviews, and review of documents.",0.32299999999999995,0.1898,0.0669,0.20379999999999998,0.1977,0.0189,0.0
"Collect supplementary information needed to assist client, such as employment records, medical records, or school reports.",0.3636,0.1515,0.060599999999999994,0.0909,0.3333,0.0,0.0
"Collect, analyze, and interpret data, such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",0.2994,0.0825,0.28600000000000003,0.030699999999999998,0.22460000000000002,0.0768,0.0
"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts.",0.47369999999999995,0.36840000000000006,0.0,0.0,0.15789999999999998,0.0,0.0
"Collect, record, and maintain patient information, such as medical histories, reports, or examination results.",0.5714,0.1429,0.047599999999999996,0.047599999999999996,0.1905,0.0,0.0
Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,0.4918,0.12300000000000001,0.040999999999999995,0.008199999999999999,0.3197,0.016399999999999998,0.0
Comfort and reassure patients.,0.0146,0.1678,0.1264,0.5954,0.023,0.0728,0.0
"Communicate examination results or diagnostic information to referring physicians, patients, or families.",0.4225,0.08449999999999999,0.3521,0.0141,0.0986,0.0282,0.0
Communicate likely outcomes of medical diseases or traumatic conditions to patients or their representatives.,0.0851,0.13699999999999998,0.7051999999999999,0.0143,0.035699999999999996,0.0227,0.0
"Communicate project information through presentations, technical reports, or white papers.",0.2948,0.0767,0.019,0.0138,0.5905,0.0052,0.0
"Communicate test results or technical information to patients, physicians, family members, or researchers.",0.3129,0.1769,0.415,0.013600000000000001,0.0748,0.0068000000000000005,0.0
"Communicate with children's parents or guardians about daily activities, behaviors, and related issues.",0.2588,0.1353,0.4412,0.0471,0.0353,0.0824,0.0
"Communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",0.0,0.1176,0.1765,0.5882000000000001,0.0,0.1176,0.0
"Communicate with customers and vendors to exchange information regarding products, materials, and services.",0.3212,0.051399999999999994,0.318,0.07919999999999999,0.1478,0.0824,0.0
"Communicate with customers regarding orders, comments, and complaints.",0.387,0.1109,0.0063,0.043899999999999995,0.4414,0.0105,0.0
"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",0.24960000000000002,0.4372,0.0277,0.1011,0.168,0.0163,0.0
"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",0.8519,0.11109999999999999,0.0,0.037000000000000005,0.0,0.0,0.0
"Communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",0.36590000000000006,0.048799999999999996,0.0,0.0060999999999999995,0.5732,0.0060999999999999995,0.0
Communicate with staff or clients to understand specific system requirements.,0.0808,0.3636,0.0202,0.0101,0.5253,0.0,0.0
Communicate with system users to ensure accounts are set up properly or to diagnose and solve operational problems.,0.055999999999999994,0.768,0.128,0.024,0.024,0.0,0.0
Compare a property with similar properties that have recently sold to determine its competitive market price.,0.4706,0.1324,0.0441,0.0,0.3235,0.0294,0.0
"Compare colors, shapes, textures, or grades of products or materials with color charts, templates, or samples to verify conformance to standards.",0.38299999999999995,0.1277,0.0426,0.0851,0.23399999999999999,0.1277,0.0
"Compare data with source documents, or re-enter data in verification format to detect errors.",0.3287,0.2572,0.0163,0.0038,0.33630000000000004,0.057699999999999994,0.0
Compare encoded tapes or computer printouts with original part specifications and blueprints to verify accuracy of instructions.,0.3611,0.0694,0.0139,0.0139,0.1389,0.4028,0.0
"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",0.3829,0.1971,0.0229,0.0086,0.3057,0.08289999999999999,0.0
"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",0.5408,0.0102,0.1531,0.0,0.2347,0.061200000000000004,0.0
"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",0.7905,0.027000000000000003,0.0338,0.0,0.1149,0.0338,0.0
"Compare models using statistical performance metrics, such as loss functions or proportion of explained variance.",0.20559999999999998,0.3111,0.2,0.0,0.25,0.0333,0.0
"Compare prices, specifications, and delivery dates to determine the best bid among potential suppliers.",0.2873,0.2486,0.0387,0.0,0.40880000000000005,0.0166,0.0
Compare suppliers' bills with bids and purchase orders to verify accuracy.,0.5625,0.0625,0.0,0.0,0.3125,0.0625,0.0
Compare survey computations with applicable standards to determine adequacy of data.,0.3478,0.087,0.0217,0.0217,0.1304,0.39130000000000004,0.0
Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,0.5091,0.0182,0.0545,0.0727,0.3273,0.0182,0.0
Compile and analyze credit information gathered by investigation.,0.354,0.1491,0.1925,0.0062,0.2547,0.0435,0.0
Compile and analyze data obtained from monitoring or diagnostic tests.,0.303,0.2121,0.41409999999999997,0.0,0.050499999999999996,0.0202,0.0
Compile and analyze molecular or cellular experimental data and adjust experimental designs as necessary.,0.21050000000000002,0.31579999999999997,0.0526,0.0526,0.21050000000000002,0.15789999999999998,0.0
Compile and analyze test information to determine process or equipment operating efficiency or to diagnose malfunctions.,0.20739999999999997,0.5082,0.10869999999999999,0.0072,0.1381,0.030299999999999997,0.0
Compile and format image data to increase its usefulness.,0.39649999999999996,0.0649,0.013600000000000001,0.0108,0.5102,0.004,0.0
Compile and interpret results of tests and analyses.,0.32280000000000003,0.1534,0.2259,0.0115,0.2249,0.061500000000000006,0.0
"Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",0.2586,0.3276,0.0862,0.0345,0.2759,0.0172,0.0
Compile and maintain records of food use and expenditures.,0.2366,0.5484,0.0,0.0,0.2043,0.0108,0.0
Compile and maintain regulatory documentation databases or systems.,0.7304,0.1217,0.0174,0.0087,0.1217,0.0,0.0
"Compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.",0.4286,0.09519999999999999,0.0,0.0,0.47619999999999996,0.0,0.0
Compile and prepare reports and documents pertaining to personnel activities.,0.5507,0.057999999999999996,0.0072,0.014499999999999999,0.3696,0.0,0.0
"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",0.5588000000000001,0.06860000000000001,0.0196,0.0098,0.3431,0.0,0.0
Compile and record operational data on forms or in log books.,0.6523,0.1386,0.005600000000000001,0.0106,0.1911,0.0017000000000000001,0.0
"Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",0.2328,0.1121,0.34869999999999995,0.0083,0.2789,0.0192,0.0
"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",0.4046,0.3624,0.013300000000000001,0.0040999999999999995,0.2065,0.0091,0.0
"Compile budget data and documents, based on estimated revenues and expenses and previous budgets.",0.32,0.04,0.08,0.04,0.52,0.0,0.0
Compile data from records to prepare periodic reports.,0.7906,0.0509,0.0038,0.0,0.1547,0.0,0.0
"Compile employee time, production, and payroll data from time sheets and other records.",0.6667000000000001,0.125,0.0,0.0,0.20829999999999999,0.0,0.0
"Compile information about flights from flight plans, pilot reports, radar, or observations.",0.44439999999999996,0.0556,0.0,0.0,0.5,0.0,0.0
"Compile information about new accounts, enter account information into computers, and file related forms or other documents.",0.6535,0.2079,0.0,0.019799999999999998,0.1188,0.0,0.0
Compile information on content and context of information to be translated and on intended audience.,0.7125,0.075,0.0375,0.0125,0.1625,0.0,0.0
"Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.",0.5517,0.0862,0.0,0.0345,0.3103,0.0172,0.0
Compile laboratory test data and perform appropriate analyses.,0.3439,0.1267,0.1041,0.0045000000000000005,0.38909999999999995,0.0317,0.0
Compile lists describing product or service offerings.,0.4991,0.0642,0.0018,0.0070999999999999995,0.4207,0.0070999999999999995,0.0
"Compile operational or personnel records, such as time and production records, inventory data, repair or maintenance statistics, or test results.",0.5256000000000001,0.2564,0.0,0.0128,0.2051,0.0,0.0
Compile or develop materials to submit to granting or other funding organizations.,0.35259999999999997,0.0405,0.0173,0.0116,0.578,0.0,0.0
"Compile or maintain records of system operation, performance, and maintenance.",0.9573999999999999,0.016200000000000003,0.0,0.024300000000000002,0.002,0.0,0.0
"Compile reports of cost factors, such as labor, production, storage, and equipment.",0.34119999999999995,0.0353,0.0059,0.0059,0.6059,0.0059,0.0
"Compile reports, charts, or graphs that describe and interpret findings of analyses.",0.5789,0.0538,0.015700000000000002,0.0034000000000000002,0.3427,0.005600000000000001,0.0
"Compile scripts, program notes, and other material related to productions.",0.5758,0.11359999999999999,0.0076,0.0,0.2879,0.0152,0.0
"Compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.",0.59,0.0805,0.015300000000000001,0.0077,0.2989,0.0077,0.0
"Compile statistics from source materials, such as production or sales records, quality-control or test records, time sheets, or survey sheets.",0.5652,0.1304,0.0,0.014499999999999999,0.2754,0.014499999999999999,0.0
"Compile terminology and information to be used in translations, including technical terms such as those for legal or medical material.",0.6071,0.0643,0.0143,0.021400000000000002,0.2857,0.0070999999999999995,0.0
"Compile, administer, and grade examinations or assign this work to others.",0.5989,0.07139999999999999,0.0385,0.011000000000000001,0.2527,0.0275,0.0
"Compile, administer, and grade examinations, or assign this work to others.",0.524,0.07690000000000001,0.024,0.0048,0.34130000000000005,0.0288,0.0
"Compile, analyze, and report data to explain economic phenomena and forecast market trends, applying mathematical models and statistical techniques.",0.3898,0.0508,0.25420000000000004,0.0169,0.2373,0.0508,0.0
"Compile, copy, sort, and file records of office activities, business transactions, and other activities.",0.7739,0.1456,0.0,0.0192,0.0613,0.0,0.0
"Compile, log, or record testing or operational data for review and further analysis.",0.6635,0.2669,0.009399999999999999,0.0019,0.0489,0.009399999999999999,0.0
"Compile, record, and code results or data from interview or survey, using computer or specified form.",0.5984,0.0718,0.0,0.0053,0.3191,0.0053,0.0
"Compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status.",0.40630000000000005,0.2188,0.0,0.0313,0.3125,0.0313,0.0
"Compile, sort, and verify the accuracy of data before it is entered.",0.5494,0.1329,0.0063,0.0089,0.2924,0.0101,0.0
"Compile, transcribe, and distribute minutes of meetings.",0.7456999999999999,0.039,0.0067,0.0095,0.19519999999999998,0.0038,0.0
Complete accident reports when necessary.,0.2,0.15,0.0,0.0,0.65,0.0,0.0
"Complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",0.4286,0.2095,0.019,0.0095,0.32380000000000003,0.0095,0.0
Complete and maintain time and attendance forms and inventory lists.,0.23809999999999998,0.09519999999999999,0.047599999999999996,0.0,0.619,0.0,0.0
Complete baggage insurance forms.,0.5349,0.0291,0.0,0.14529999999999998,0.2907,0.0,0.0
"Complete expense reports, sales reports, or other paperwork.",0.4189,0.08109999999999999,0.0,0.0,0.5,0.0,0.0
Complete form letters in response to requests or problems identified by correspondence.,0.6392,0.10310000000000001,0.0,0.0,0.2577,0.0,0.0
Complete forms in accordance with company procedures.,0.3171,0.3171,0.024399999999999998,0.0,0.34149999999999997,0.0,0.0
Complete laboratory projects prior to assigning them to students so that any needed modifications can be made.,0.4375,0.2188,0.0313,0.0,0.2813,0.0313,0.0
"Complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",0.2967,0.1648,0.1648,0.0,0.35159999999999997,0.022000000000000002,0.0
"Complete production reports, purchase orders, and material, tool, and equipment lists.",0.4167,0.0,0.0,0.0208,0.5625,0.0,0.0
Complete reports and forms required to finalize cases.,0.3333,0.09880000000000001,0.0123,0.0,0.5556,0.0,0.0
"Complete reports related to project status, progress, or other work details, using computer software.",0.6825,0.157,0.0042,0.0034999999999999996,0.1485,0.0042,0.0
Complete sales order tickets and submit for processing of client-requested transactions.,0.6429,0.35710000000000003,0.0,0.0,0.0,0.0,0.0
"Complete work schedules, manage calendars, and arrange appointments.",0.5922,0.1751,0.0092,0.0622,0.159,0.0023,0.0
Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,0.2181,0.0311,0.0139,0.0055000000000000005,0.7193,0.012199999999999999,0.0
"Compose business correspondence for supervisors, managers, and professionals.",0.3958,0.0492,0.0215,0.0069,0.511,0.015700000000000002,0.0
"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",0.3458,0.1013,0.0126,0.0096,0.5249,0.0058,0.0
Compose explanatory summaries of contents of books and other reference materials.,0.43799999999999994,0.0072,0.054900000000000004,0.0048,0.4854,0.0096,0.0
"Compose images of products, using video or still cameras, lighting equipment, props, or photo or video editing software.",0.2635,0.1959,0.013500000000000002,0.0,0.527,0.0,0.0
"Compose letters in reply to correspondence concerning such items as requests for merchandise, damage claims, credit information requests, delinquent accounts, incorrect billing, or unsatisfactory service.",0.413,0.1268,0.0169,0.0051,0.4304,0.0079,0.0
Compose songs or create vocal arrangements.,0.4299,0.0125,0.0125,0.009300000000000001,0.5296,0.0062,0.0
"Compose, type, and mail customer statements and other correspondence related to issues such as discrepancies and outstanding unpaid items.",0.42340000000000005,0.0219,0.0,0.0073,0.5328,0.0146,0.0
"Compress, digitize, duplicate, and store audio and video data.",0.6815000000000001,0.1401,0.0,0.0064,0.1656,0.0064,0.0
"Compute and analyze data, using statistical formulas and computers or calculators.",0.2894,0.21309999999999998,0.07,0.0021,0.40619999999999995,0.0192,0.0
Compute and compare costs of services.,0.2902,0.17379999999999998,0.0902,0.0033,0.377,0.06559999999999999,0.0
Compute and record totals of transactions.,0.26530000000000004,0.1429,0.0204,0.0,0.5714,0.0,0.0
"Compute and verify totals on report forms, requisitions, or bills, using adding machine or calculator.",0.469,0.0782,0.021099999999999997,0.0074,0.35240000000000005,0.07200000000000001,0.0
Compute cost estimates for labor and materials.,0.35409999999999997,0.09630000000000001,0.0425,0.005699999999999999,0.48729999999999996,0.014199999999999999,0.0
"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",0.3043,0.1304,0.0,0.0,0.5652,0.0,0.0
Compute costs of labor and materials to determine production costs of products and articles.,0.2089,0.1582,0.0633,0.0,0.5316,0.038,0.0
"Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",0.1875,0.0625,0.1875,0.0,0.4375,0.125,0.0
"Compute design specifications for implementation of conservation practices, using survey or field information, technical guides or engineering manuals.",0.4,0.0,0.25,0.0,0.35,0.0,0.0
"Compute dimensions, areas, volumes, and weights.",0.5302,0.0779,0.043899999999999995,0.0088,0.3063,0.0329,0.0
"Compute estimates and actual costs of factors such as materials, labor, or outside contractors.",0.3333,0.066,0.050300000000000004,0.0063,0.5094,0.0346,0.0
"Compute figures such as balances, totals, or commissions.",0.4867,0.08990000000000001,0.06860000000000001,0.0088,0.3246,0.021400000000000002,0.0
"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",0.4432,0.1477,0.0227,0.0,0.35229999999999995,0.0341,0.0
"Compute financial fees, interest, and service charges.",0.38270000000000004,0.0748,0.13269999999999998,0.0085,0.3895,0.011899999999999999,0.0
"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",0.2562,0.08460000000000001,0.2612,0.0025,0.3557,0.0398,0.0
"Compute moisture or salt content, percentages of ingredients, formulas, or other product factors, using mathematical and chemical procedures.",0.32,0.04,0.24,0.0,0.4,0.0,0.0
Compute payment schedules.,0.625,0.0179,0.035699999999999996,0.0179,0.2857,0.0179,0.0
Compute prices of items or groups of items.,0.4421,0.0974,0.05,0.0105,0.38159999999999994,0.0184,0.0
"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",0.4542,0.1208,0.0667,0.0208,0.30829999999999996,0.0292,0.0
"Compute total holdings, dividends, interest, transfer taxes, brokerage fees, or commissions and allocate appropriate payments to customers.",0.45189999999999997,0.0962,0.1635,0.0096,0.2788,0.0,0.0
"Compute wages and deductions, and enter data into computers.",0.34850000000000003,0.08839999999999999,0.0354,0.0076,0.5126,0.0076,0.0
"Compute, record, and proofread data and other information, such as records or reports.",0.35090000000000005,0.10529999999999999,0.0088,0.0,0.24559999999999998,0.2895,0.0
"Compute, withhold, and account for all payroll deductions.",0.4094,0.058499999999999996,0.09359999999999999,0.0058,0.39770000000000005,0.0351,0.0
"Conceptualize and help design interfaces for multimedia games, products, and devices.",0.2384,0.0745,0.037200000000000004,0.0242,0.6034,0.0223,0.0
"Conduct agricultural research, analyze data, and prepare research reports.",0.6818000000000001,0.0227,0.0227,0.0,0.2727,0.0,0.0
"Conduct analyses to determine the maximum amount of work that can be accomplished for a given amount of energy in a system, such as industrial production systems and waste treatment systems.",0.1739,0.0435,0.2609,0.0,0.39130000000000004,0.1304,0.0
"Conduct classes or demonstrations, or train other workers.",0.0933,0.3134,0.3619,0.011200000000000002,0.19030000000000002,0.029900000000000003,0.0
"Conduct cost-benefit analyses for the construction of water supply systems, runoff collection networks, water and wastewater treatment plants, or wastewater collection systems.",0.2143,0.10710000000000001,0.1429,0.0,0.4286,0.10710000000000001,0.0
Conduct economic or commercial surveys to identify potential markets for products or services.,0.3846,0.0897,0.0513,0.0513,0.42310000000000003,0.0,0.0
Conduct historical analyses of test results.,0.5682,0.0682,0.0455,0.0,0.3182,0.0,0.0
"Conduct historical research, and publish or present findings and theories.",0.1855,0.0565,0.5,0.008100000000000001,0.1935,0.0565,0.0
Conduct inspections to determine crop maturity or condition or to detect disease or insect infestation.,0.4545,0.3636,0.0682,0.0,0.0,0.11359999999999999,0.0
Conduct investigations of information security breaches to identify vulnerabilities and evaluate the damage.,0.0968,0.6129,0.129,0.0,0.0968,0.0645,0.0
"Conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",0.3077,0.1346,0.32689999999999997,0.0,0.23079999999999998,0.0,0.0
"Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.",0.5861999999999999,0.0,0.1379,0.0,0.2759,0.0,0.0
"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",0.43829999999999997,0.1481,0.0646,0.0034999999999999996,0.33020000000000005,0.015300000000000001,0.0
Conduct market research and analyze industry trends.,0.4844,0.08310000000000001,0.0463,0.0069,0.36810000000000004,0.0113,0.0
Conduct needs assessments and strategic learning assessments to develop the basis for curriculum development or to update curricula.,0.5333,0.0667,0.0667,0.1333,0.2,0.0,0.0
"Conduct needs assessments or surveys to determine interest in, or satisfaction with, wellness and fitness programs, events, or services.",0.4286,0.1286,0.0,0.0857,0.35710000000000003,0.0,0.0
"Conduct network and security system audits, using established criteria.",0.38909999999999995,0.38130000000000003,0.0895,0.0039000000000000003,0.10890000000000001,0.027200000000000002,0.0
"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",0.0819,0.5661,0.0931,0.0019,0.2365,0.020499999999999997,0.0
"Conduct personal background investigations, such as pre-employment checks, to obtain information about an individual's character, financial status, or personal history.",0.5294,0.1765,0.0196,0.0392,0.2353,0.0,0.0
Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,0.21789999999999998,0.25670000000000004,0.3632,0.0121,0.08960000000000001,0.0605,0.0
Conduct presentations of analytic findings.,0.486,0.0279,0.2458,0.005600000000000001,0.2291,0.005600000000000001,0.0
Conduct primary patient assessments that include information from prior medical care.,0.3182,0.40909999999999996,0.0909,0.0,0.1818,0.0,0.0
Conduct quality analyses of data inputs and resulting analyses or predictions.,0.1959,0.3558,0.0587,0.0062,0.3114,0.07200000000000001,0.0
"Conduct reference searches, using printed materials and in-house and online databases.",0.4294,0.0645,0.16390000000000002,0.0175,0.3015,0.0232,0.0
"Conduct research in a particular field of knowledge and present findings in professional journals, books, electronic media, or at professional conferences.",0.2361,0.0139,0.3056,0.0139,0.43060000000000004,0.0,0.0
"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.",0.5152,0.0,0.2121,0.0,0.2727,0.0,0.0
"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.32630000000000003,0.0263,0.3895,0.0,0.2421,0.0158,0.0
"Conduct research in a particular field of knowledge and publish findings in scholarly journals, books, or electronic media.",0.3286,0.0286,0.3143,0.0286,0.27140000000000003,0.0286,0.0
"Conduct research on cell organization and function, including mechanisms of gene expression, cellular bioinformatics, cell signaling, or cell differentiation.",0.1852,0.0,0.6667000000000001,0.0,0.1481,0.0,0.0
"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies.",0.4318,0.0732,0.0429,0.0025,0.447,0.0025,0.0
"Conduct research on the structures and properties of materials, such as metals, alloys, polymers, and ceramics, to obtain information that could be used to develop new products or enhance existing ones.",0.22219999999999998,0.0,0.44439999999999996,0.0278,0.22219999999999998,0.0833,0.0
"Conduct research to determine best methods of planting, spraying, cultivating, harvesting, storing, processing, or transporting horticultural products.",0.35,0.1,0.4167,0.0333,0.1,0.0,0.0
"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings to the scientific audience and general public.",0.2857,0.0,0.5832999999999999,0.0,0.10710000000000001,0.023799999999999998,0.0
"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings.",0.3478,0.10869999999999999,0.2826,0.0435,0.21739999999999998,0.0,0.0
"Conduct research to obtain factual information and authentic detail, using sources such as newspaper accounts, diaries, and interviews.",0.1282,0.07690000000000001,0.2821,0.1026,0.3333,0.07690000000000001,0.0
"Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees, and boards of directors.",0.49700000000000005,0.029900000000000003,0.0209,0.0,0.4482,0.004,0.0
"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software.",0.15,0.35,0.275,0.0,0.225,0.0,0.0
Conduct safety training or education programs and demonstrate the use of safety equipment.,0.6744,0.0233,0.13949999999999999,0.0,0.0698,0.09300000000000001,0.0
"Conduct searches to find needed information, using such sources as the Internet.",0.5661,0.1245,0.0791,0.0368,0.17850000000000002,0.015,0.0
Conduct seminars and training sessions for sales agents to improve sales techniques.,0.44439999999999996,0.1481,0.3333,0.0,0.0741,0.0,0.0
Conduct social research.,0.5143,0.0,0.2857,0.0571,0.1143,0.0286,0.0
"Conduct statistical analyses to quantify risk, using statistical analysis software or econometric models.",0.3103,0.10339999999999999,0.0345,0.0,0.5517,0.0,0.0
"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews.",0.34600000000000003,0.1266,0.135,0.2743,0.11810000000000001,0.0,0.0
Conduct trial runs of programs and software applications to be sure they will produce the desired information and that the instructions are correct.,0.4765,0.4079,0.0108,0.0108,0.0542,0.0397,0.0
Conduct user research to determine design requirements and analyze user feedback to improve design quality.,0.3448,0.0966,0.0345,0.0759,0.43450000000000005,0.0138,0.0
"Confer or correspond with establishment representatives to rectify problems, such as damages, shortages, or nonconformance to specifications.",0.5,0.2143,0.0,0.0,0.25,0.035699999999999996,0.0
"Confer with board members, organization officials, or staff members to discuss issues, coordinate activities, or resolve problems.",0.3519,0.22219999999999998,0.018500000000000003,0.0741,0.3148,0.018500000000000003,0.0
Confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,0.0435,0.45649999999999996,0.0217,0.0217,0.43479999999999996,0.0217,0.0
"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",0.3455,0.0754,0.0116,0.2577,0.3065,0.0033,0.0
"Confer with clients to develop strategies for their careers, and to explain actions taken on their behalf.",0.0833,0.1389,0.0278,0.0,0.7222,0.0278,0.0
Confer with clients to discuss and determine layout design.,0.2651,0.0783,0.0,0.1084,0.5482,0.0,0.0
"Confer with clients to restructure debt, refinance debt, or raise new debt.",0.10310000000000001,0.2825,0.14800000000000002,0.0,0.4305,0.0359,0.0
