task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
develop and document database architectures.,0.2448377581120944,0.07669616519174041,0.1976401179941003,,0.02064896755162242,0.26843657817109146,0.19174041297935104
develop and document style guidelines for web site content.,0.46511627906976744,0.03953488372093023,0.06511627906976744,,0.046511627906976744,0.38372093023255816,
"develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",0.3008474576271186,0.3135593220338983,0.1440677966101695,,0.046610169491525424,0.19491525423728814,
"develop and implement individual treatment plans, specifying type, frequency, intensity, and duration of therapy.",,,,,0.5172413793103448,0.48275862068965525,
develop and implement individualized plans for health care management.,0.359375,,0.25,,0.140625,0.25,
"develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues.",0.328125,,,,0.296875,0.375,
develop and implement organizational policies and procedures for the facility or medical unit.,0.38095238095238093,,,,0.11904761904761903,0.5,
develop and implement policies and procedures for the operation of a department or establishment.,0.34463276836158196,,,,0.11299435028248589,0.5423728813559322,
"develop and implement purchasing and contract management instructions, policies, and procedures.",0.5483870967741935,,,,0.4516129032258064,,
develop and implement research quality control procedures.,,,,,1.0,,
develop and implement solutions for network problems.,,0.5555555555555556,0.26666666666666666,,0.17777777777777778,,
"develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",,,,,0.43137254901960786,0.5686274509803921,
develop and implement treatment plans.,0.35135135135135137,,,,0.17567567567567569,0.47297297297297297,
"develop and interpret organizational goals, policies, and procedures.",0.35036496350364965,,0.17518248175182483,,0.06569343065693431,0.4087591240875913,
develop and maintain client relationships.,,,,,1.0,,
develop and maintain computer databases.,0.2815533980582524,0.33980582524271846,0.11650485436893204,,0.07119741100323625,0.19093851132686082,
"develop and maintain computerized record management systems to store and process data such as personnel activities and information, and to produce reports.",0.23157894736842102,0.30526315789473685,,,0.16842105263157894,0.29473684210526313,
develop and maintain course websites.,,,,,1.0,,
"develop and maintain departmental policies, procedures, objectives, or patient care standards based on evidence-based practice guidelines or expert opinion.",,,,,1.0,,
develop and maintain media contact lists.,,,,,1.0,,
"develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",0.26378286683630203,0.024597116200169637,0.06022052586938083,0.016963528413910092,,0.5903307888040712,0.044105173876166234
develop and modify astronomy-related programs for public presentation.,0.2196969696969697,,0.5075757575757576,,0.14393939393939395,0.1287878787878788,
"develop and organize training manuals, multimedia visual aids, and other educational materials.",0.42567567567567566,,0.04391891891891892,,0.03209459459459459,0.4983108108108108,
develop and prescribe exercise programs such as off-season conditioning regimens.,0.36507936507936506,,,,0.2222222222222222,0.41269841269841273,
"develop and present health education and promotion programs, such as training workshops, conferences, and school or community presentations.",0.5128205128205128,,,,0.05128205128205128,0.4358974358974359,
develop and teach online courses.,,,,,1.0,,
"develop and test experimental designs, sampling techniques, and analytical methods.",0.23976608187134502,0.18128654970760238,0.2573099415204678,,0.05263157894736842,0.26900584795321636,
"develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",,,0.5877192982456141,,0.07894736842105263,0.1973684210526316,0.13596491228070176
"develop and use multimedia course materials and other current technology, such as online courses.",0.3902439024390244,,0.4390243902439025,,0.17073170731707318,,
"develop and write procedures for installation, use, or troubleshooting of communications hardware or software.",0.20833333333333337,,0.33333333333333326,,0.2361111111111111,0.2222222222222222,
develop application-specific software.,0.4289667896678967,0.10424354243542436,0.1374538745387454,0.023985239852398522,0.009225092250922507,0.2961254612546125,
develop applied software for the analysis and interpretation of geological data.,,,,,1.0,,
"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",0.12359550561797752,,0.5,,0.11797752808988765,0.25842696629213485,
"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",0.4226091104221321,0.024087765323157644,0.03648938707369425,0.016932983544001908,,0.4884331027903649,0.011447650846649178
"develop business methods and procedures, including accounting systems, file systems, office systems, logistics systems, and production schedules.",0.40250855188141393,0.025085518814139108,0.08551881413911061,0.01710376282782212,0.014823261117445839,0.4549600912200684,
"develop calibration methodologies, test methodologies, or tools.",,,,,1.0,,
"develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",,,,,1.0,,
"develop client treatment plans based on research, clinical experience, and client histories.",,,,,1.0,,
"develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of green products and technologies.",0.2857142857142857,,,,0.1,0.6142857142857143,
"develop comprehensive plans for immediate and long-term rehabilitation including therapeutic exercise; speech and occupational therapy; counseling; cognitive retraining; patient, family or caregiver education; or community reintegration.",,,,,1.0,,
"develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",,,,,1.0,,
develop concepts or creative ideas for craft objects.,0.355119825708061,,0.04793028322440087,0.11546840958605664,0.032679738562091505,0.4488017429193899,
"develop conceptual, logical, or physical network designs.",,,,,1.0,,
"develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success.",0.234375,,,,0.265625,0.5,
"develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques.",,,,,1.0,,
develop criteria for the design and modification of survey instruments.,0.45614035087719296,,,,0.22807017543859648,0.3157894736842105,
develop curricula and plan course content and methods of instruction.,0.5271453590192644,,0.05078809106830122,0.03852889667250438,0.021015761821366025,0.3625218914185639,
"develop curricula, and recommend curricula revisions and additions.",0.6071428571428571,,,,0.05357142857142857,0.3392857142857143,
"develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching.",0.5071428571428571,,,,0.07142857142857142,0.4214285714285715,
"develop customer documentation, such as performance specifications, training manuals, or operating instructions.",0.44827586206896564,,,,0.06896551724137931,0.48275862068965525,
"develop data model describing data elements and how they are used, following procedures and using pen, template or computer software.",0.2219178082191781,0.09315068493150686,0.2547945205479452,,0.01643835616438356,0.34794520547945207,0.06575342465753424
develop data models and databases.,0.2975206611570248,0.1652892561983471,0.1652892561983471,,0.13223140495867766,0.2396694214876033,
"develop data models for applications, metadata tables, views or related database structures.",0.2664576802507837,0.12852664576802508,0.2100313479623825,,0.012539184952978056,0.3103448275862069,0.07210031347962383
"develop data warehouse process models, including sourcing, loading, transformation, and extraction.",0.23170731707317077,,0.3536585365853659,,0.2073170731707317,0.2073170731707317,
"develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",0.11532846715328465,0.059854014598540145,0.345985401459854,,0.008759124087591242,0.21313868613138687,0.2569343065693431
develop databases that support web applications and web sites.,0.27692307692307694,0.3384615384615385,,,0.3846153846153847,,
"develop departmental objectives, budgets, policies, procedures, and strategies.",,,,,1.0,,
develop disaster recovery plans.,0.8695652173913043,,,,0.13043478260869565,,
"develop economic models, forecasts, or scenarios to predict future economic and environmental outcomes.",,,,,1.0,,
"develop educational materials and programs for community agencies, local government, and state government.",0.40217391304347827,,,,0.11956521739130435,0.4782608695652174,
"develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",0.3493589743589743,0.05769230769230769,0.2692307692307692,,0.03525641025641025,0.28846153846153844,
"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",0.49381614178248123,0.012112711972459517,0.02001785031238047,0.03659314037995665,,0.4270049725870202,0.010455182965701899
"develop financial plans, based on analysis of clients' financial status.",0.2558139534883721,,,,0.23255813953488372,0.5116279069767442,
"develop formal documentation for microelectromechanical systems (mems) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",,,,,1.0,,
develop fundraising activity plans that maximize participation or contributions and minimize costs.,,,,,0.4074074074074074,0.5925925925925926,
"develop graphics and layouts for product illustrations, company logos, and web sites.",0.3896103896103897,,,,0.07792207792207792,0.5324675324675325,
"develop ideas for creating dances, keeping notes and sketches to record influences.",0.3733955659276546,,0.03617269544924154,0.050175029171528586,0.019836639439906645,0.5204200700116686,
develop implementation plans that include analyses such as cost-benefit or return on investment (roi).,0.39189189189189194,,,,0.05405405405405405,0.5540540540540541,
develop individual treatment plans and strategies.,,,,,1.0,,
"develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies.",0.27411167512690354,,0.36548223350253806,,0.0964467005076142,0.2639593908629442,
"develop individualized treatment plans that incorporate studio art therapy, counseling, or psychotherapy techniques.",,,,,0.3448275862068966,0.6551724137931035,
develop instruction or training roadmaps for online and blended learning programs.,0.5703703703703704,,0.1481481481481481,,0.037037037037037035,0.24444444444444444,
develop instructional materials and conduct in-service and community-based educational programs.,0.4043887147335423,,,,0.07523510971786834,0.5203761755485894,
develop instructional materials and products for technology-based redesign of courses.,0.46799999999999997,,0.14800000000000002,,0.028000000000000004,0.29600000000000004,0.06
develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.,,,,,1.0,,
develop instructional materials to be used by educators and instructors.,0.5099238546997877,0.021969791536637123,0.024216702034702286,0.011858694295343898,,0.42054674822119587,0.011484209212333042
"develop instructional materials, such as lesson plans, handouts, or examinations.",0.4855321235899951,0.019290501880006538,0.022233120810854993,0.008500899133562204,,0.45512506130456104,0.009318293281020108
develop instrumentation and software for astronomical observation and analysis.,0.21,0.17,0.28,,0.13,0.21,
"develop internal control policies, guidelines, and procedures for activities such as budget administration, cash and credit management, and accounting.",,,,,1.0,,
"develop interview techniques, rating scales, and psychological tests used to assess skills, abilities, and interests for the purpose of employee selection, placement, and promotion.",0.49008498583569404,,0.0764872521246459,,0.03966005665722379,0.3937677053824363,
"develop job specifications, job descriptions, or work schedules.",,,,,1.0,,
"develop lists of prospective clients from sources such as newspaper items, company records, local merchants, or customers.",0.52,,,,0.14,0.34,
"develop logistic metrics, internal analysis tools, or key performance indicators for business units.",0.7045454545454546,,,,0.29545454545454547,,
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",0.4010152284263959,,,,0.03045685279187817,0.568527918781726,
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials.",0.3404255319148936,,,,0.0425531914893617,0.6170212765957447,
"develop marketing materials, proposals, or presentation to generate new work opportunities.",0.403448275862069,,,,0.07586206896551724,0.5206896551724138,
develop marketing or strategic plans for sales territories.,0.5,,,,0.13636363636363635,0.36363636363636365,
"develop marketing plans for finished products, collaborating with sales associates to supervise product distribution.",,,,,1.0,,
develop marketing strategies to compete with other individuals or companies who sell insurance.,,,,,1.0,,
"develop master course documentation or manuals according to applicable accreditation, certification, or other requirements.",0.6818181818181818,,,,0.3181818181818182,,
develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,0.24271844660194175,0.17475728155339806,0.24757281553398058,,0.05339805825242718,0.2815533980582524,
develop measurement tools to evaluate the effectiveness of instruction or training interventions.,0.39325842696629215,,,,0.15730337078651685,0.449438202247191,
develop methodologies for transferring procedures or biological processes from laboratories to commercial-scale manufacturing production.,,,,,0.45454545454545453,0.5454545454545454,
develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,0.1923419412288513,0.20480854853072128,0.4247551202137132,0.014247551202137132,,0.14425645592163847,0.01959038290293856
"develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (esg) issues.",,,,,1.0,,
"develop methods to improve employment policies, processes, and practices, and recommend changes to management.",,,,,1.0,,
develop network-related documentation.,,,,,1.0,,
"develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.",,,,,0.40625,0.59375,
"develop new business by contacting potential clients, making sales presentations, and writing proposals.",0.40350877192982454,,,,0.12280701754385964,0.47368421052631576,
develop new chemical engineering processes or production techniques.,0.3508771929824561,,0.21929824561403508,,0.13157894736842105,0.2982456140350877,
develop new methods to study the mechanisms of biological processes.,,,,,1.0,,
"develop new or improved methods or products for controlling or eliminating weeds, crop diseases, or insect pests.",,,,,1.0,,
"develop new or improved ways of preserving, processing, packaging, storing, and delivering foods, using knowledge of chemistry, microbiology, and other sciences.",,,,,1.0,,
develop new principles and new relationships between existing mathematical principles to advance mathematical science.,0.2,,0.45,,0.14,0.21,
develop new recipes for baked goods.,0.2899408284023669,0.11242603550295857,0.17159763313609466,,0.01775147928994083,0.40828402366863914,
develop new software applications or customize existing applications to meet specific scientific project needs.,0.427086941461725,0.13959127121579495,0.12781434014547974,0.019050917907862838,,0.2774506408036024,0.009005888465535157
develop or analyze information to assess the current or future financial status of firms.,0.41727672035139096,0.03367496339677892,0.20497803806734996,,0.005856515373352855,0.25768667642752563,0.08052708638360176
develop or apply data mining and machine learning algorithms.,0.25531579776342733,0.14474720428413923,0.3641518349346354,0.02000315010237833,,0.16538037486218302,0.05040163805323673
"develop or approve project plans, schedules, or budgets.",,,,,1.0,,
"develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures.",0.36421725239616615,0.10543130990415335,0.1501597444089457,,0.035143769968051124,0.34504792332268364,
develop or coordinate fitness and wellness programs or services.,0.6470588235294117,,,,0.35294117647058826,,
"develop or deliver training programs for health information technology, creating operating manuals as needed.",,,,,1.0,,
develop or direct development of offering documents or marketing materials.,0.5,,,,0.5,,
develop or direct software system testing or validation procedures.,0.3151927437641724,0.145124716553288,0.2743764172335601,,0.024943310657596373,0.17233560090702948,0.06802721088435375
develop or direct study courses or religious education programs within congregations.,0.45384615384615384,,,,0.07692307692307693,0.4692307692307692,
develop or document style guidelines for web site content.,0.4473197781885398,,0.08502772643253234,0.027726432532347505,0.025878003696857676,0.3733826247689464,0.04066543438077634
develop or implement electronic maintenance programs or computer information management systems.,0.29411764705882354,0.24705882352941178,0.2,,0.011764705882352941,0.24705882352941178,
develop or implement fund investment policies or strategies.,0.28651685393258425,,0.2247191011235955,,0.10674157303370783,0.3820224719101123,
"develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",,,,,1.0,,
develop or implement marketing strategies.,0.38014527845036317,0.0387409200968523,0.1815980629539952,,0.03389830508474576,0.3292978208232446,0.03631961259079903
develop or implement operating methods or procedures.,,,,,1.0,,
"develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",0.2768166089965398,0.06228373702422145,0.4532871972318339,,0.031141868512110725,0.1176470588235294,0.0588235294117647
develop or implement procedures for ongoing web site revision.,0.3018867924528302,0.17145200984413453,0.2461033634126333,0.013945857260049219,,0.23543888433141918,0.031173092698933556
develop or implement procedures or systems to evaluate or select suppliers.,0.56,,,,0.44,,
"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.3864734299516908,,0.10144927536231885,,0.10628019323671496,0.4057971014492754,
develop or implement quality control programs.,,,,,1.0,,
develop or implement risk-assessment models or methodologies.,0.50920245398773,,0.1656441717791411,,0.098159509202454,0.22699386503067484,
"develop or implement treatment plans for problems such as stuttering, delayed language, swallowing disorders, or inappropriate pitch or harsh voice problems, based on own assessments and recommendations of physicians, psychologists, or social workers.",,,,,1.0,,
"develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",,,,,1.0,,
"develop or maintain archived procedures, procedural codes, or queries for applications.",0.42,,,,0.58,,
"develop or maintain cost estimates, forecasts, or cost models.",0.5052910052910053,,0.0873015873015873,,0.06613756613756613,0.3412698412698413,
develop or maintain internal or external company web sites.,0.3257731958762886,0.20721649484536084,0.12525773195876289,0.04072164948453608,,0.2860824742268041,0.014948453608247425
develop or maintain online help documentation.,,,,,1.0,,
develop or maintain payment systems to ensure accuracy of vendor payments.,0.1652892561983471,,0.3305785123966942,,0.2066115702479339,0.2975206611570248,
develop or maintain programs associated with automated production equipment.,,,,,1.0,,
develop or maintain project reporting systems.,0.3898305084745763,,,,0.13559322033898305,0.4745762711864407,
"develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",0.22784810126582278,,0.2911392405063291,,0.189873417721519,0.2911392405063291,
"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.2235294117647059,0.07058823529411765,0.4117647058823529,,0.06666666666666667,0.22745098039215686,
develop or monitor procedures to ensure adequate quality control of images.,,,,,1.0,,
"develop or provide technical resources, such as course management and videoconferencing systems, networking, and webcasting, for distance learning programs.",,,,,1.0,,
"develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",0.17964071856287425,0.0658682634730539,0.5389221556886228,,0.03592814371257485,0.11976047904191615,0.059880239520958084
develop or review specifications for design or construction of security systems.,,,,,1.0,,
"develop or revise business plans for online business, emphasizing factors such as product line, pricing, inventory, or marketing strategy.",0.5538461538461539,,,,0.12307692307692308,0.32307692307692304,
develop or teach strategies to promote client wellness and independence.,,,,,1.0,,
"develop or update procedures, policies, or standards.",,,,,0.4230769230769231,0.5769230769230769,
"develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",0.43846153846153846,,,,0.06153846153846154,0.5,
"develop or validate specialized materials characterization procedures, such as thermal withstand, fatigue, notch sensitivity, abrasion, or hardness tests.",,,0.41666666666666674,,0.5833333333333334,,
"develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",0.3666666666666666,,,,0.1,0.5333333333333333,
"develop performance standards, and evaluate work in light of established standards.",,,,,0.3846153846153847,0.6153846153846154,
"develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",,,,,1.0,,
"develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",0.3015873015873016,,0.38095238095238093,,0.07936507936507936,0.23809523809523805,
develop planting plans for clients to assist them to garden productively or achieve particular aesthetic effects.,,,0.31914893617021284,,0.2553191489361702,0.425531914893617,
develop practice protocols for mental health problems based on review and evaluation of published research.,,,,,1.0,,
"develop preproduction ideas and incorporate them into outlines, scripts, story boards, and graphics.",0.5172413793103448,,,,0.05172413793103448,0.43103448275862066,
"develop pricing strategies, balancing firm objectives and customer satisfaction.",0.2023121387283237,,0.13294797687861273,,0.10404624277456648,0.5606936416184971,
"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",,,0.32061068702290074,,0.3893129770992366,0.2900763358778626,
develop program plans for individuals or assist in plan development.,0.5,,,,0.16071428571428573,0.3392857142857143,
develop proposals that include documentation for estimates.,,,,,1.0,,
develop prospect lists.,0.40594059405940597,,,,0.21782178217821785,0.37623762376237624,
"develop prospects from current commercial customers, referral leads, or sales or trade meetings.",,,,,0.5238095238095238,0.4761904761904761,
"develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",0.5454545454545454,,,,0.09090909090909091,0.36363636363636365,
develop sales plans to introduce products in new markets.,,,,,0.5,0.5,
develop software applications or programming to use for statistical modeling and graphic analysis.,0.3294117647058823,,,,0.27058823529411763,0.4,
develop specialized computer software routines to customize and integrate image analysis.,0.5181347150259067,0.1088082901554404,,,0.06735751295336788,0.30569948186528495,
"develop specialized computer software routines, internet-based geographic information systems (gis) databases, or business applications to customize geographic information.",,,,,1.0,,
develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,0.2398989898989899,,0.47474747474747475,,0.06313131313131314,0.1388888888888889,0.08333333333333331
"develop story or content ideas, considering reader or audience appeal.",0.4285714285714285,,,,0.09243697478991597,0.4789915966386555,
develop strategies to encourage new or increased contributions.,,,,,1.0,,
"develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",0.7241379310344827,,,,0.2758620689655172,,
"develop system engineering, software engineering, system integration, or distributed system architectures.",0.46916299559471364,,0.21145374449339208,,0.05066079295154185,0.2687224669603524,
develop system interaction or sequence diagrams.,0.3425925925925926,,0.08333333333333331,,0.10185185185185183,0.4722222222222222,
"develop systems that produce electricity using renewable energy sources, such as wind, solar, or biofuels.",,,0.6341463414634146,,0.36585365853658536,,
"develop teaching aids such as instructional software, multimedia visual aids, or study materials.",0.42304939155332855,0.03221188260558339,0.22548317823908376,0.01717967072297781,,0.2705798138869005,0.031496062992125984
"develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course web sites.",0.4862604540023895,0.03106332138590203,0.026284348864994027,,0.02031063321385902,0.43608124253285546,
"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.5014695077149155,0.018368846436443792,0.023144746509919177,0.01763409257898604,,0.4257898603967671,0.013592946362968405
develop technical specifications for data management programming and communicate needs to information technology staff.,,,,,1.0,,
"develop tests, questionnaires, and procedures that measure the effectiveness of curricula and use these tools to determine whether program objectives are being met.",0.41558441558441556,,,,0.18181818181818182,0.4025974025974026,
develop theories based on personal observations or on observations and theories of other astronomers.,,,0.7252747252747253,,0.27472527472527475,,
"develop therapeutic and treatment plans based on clients' interests, abilities, and needs.",,,,,1.0,,
develop training materials and conduct training sessions on fire protection.,,,,,1.0,,
"develop training materials and procedures, or train users in the proper use of hardware or software.",0.38888888888888895,,,,0.2222222222222222,0.38888888888888895,
develop training programs or routines designed to improve athletic performance.,0.31443298969072164,0.09278350515463918,0.17010309278350516,,0.03608247422680412,0.38659793814432997,
"develop transactional web applications, using web programming software and knowledge of programming languages, such as hypertext markup language (html) and extensible markup language (xml).",0.4939313984168866,0.15989445910290237,0.09604221635883907,0.008443271767810026,0.003693931398416886,0.23799472295514512,
"develop treatment plan to meet needs of patient, based on needs assessment, patient interests and objectives of therapy.",0.2894736842105264,,0.25,,0.05263157894736842,0.40789473684210525,
"develop treatment plans based on diagnoses and on evaluation of factors such as age and general health, or procedural risks and costs.",,,,,1.0,,
"develop treatment plans based on patients' histories and goals, the nature and severity of disorders, and treatment risks and benefits.",,,,,1.0,,
"develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.",0.40963855421686746,,0.3373493975903614,,0.07228915662650602,0.18072289156626506,
develop visual aids and charts for use in lectures or to present evidence in court.,,,,,1.0,,
"develop web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.4426229508196721,0.061930783242258654,0.07285974499089254,,0.030965391621129327,0.39162112932604737,
develop work schedules according to budgets and workloads.,,,,,1.0,,
"develop, administer and evaluate applicant tests.",0.36585365853658536,,,,0.08130081300813007,0.5528455284552846,
"develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.",0.36767895878524953,0.02928416485900217,0.0737527114967462,0.01735357917570499,,0.4793926247288504,0.03253796095444685
"develop, implement or evaluate health information technology applications, tools, processes or structures to assist nurses with data management.",,,,,1.0,,
"develop, implement, and evaluate methods of data collection, such as questionnaires or interviews.",0.5082872928176796,,0.12154696132596683,,0.1270718232044199,0.2430939226519337,
"develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",0.3785557986870897,0.09190371991247265,0.13785557986870897,,0.05470459518599562,0.33698030634573306,
"develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",0.3880597014925373,,,,0.208955223880597,0.40298507462686567,
"develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",,,0.36,,0.64,,
"develop, or contribute to the development of, educational or outreach programs on the environment or climate change.",0.339622641509434,,,,0.169811320754717,0.49056603773584895,
"develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",,,,,1.0,,
"develop, prepare, and coordinate grant applications and grant-related activities to obtain funding for health education programs and related work.",,,,,1.0,,
"develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",0.43103448275862066,,,,0.10919540229885058,0.45977011494252873,
"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.4941176470588236,,,,0.29411764705882354,0.21176470588235294,
"develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments.",,,,,1.0,,
"develop, test, or program new robots.",,,,,1.0,,
"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",0.5641025641025641,,,,0.4358974358974359,,
"devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",0.23684210526315788,,,,0.13157894736842105,0.631578947368421,
"devise scalable recovery, purification, or fermentation processes for producing proteins or other biological substances for human or animal therapeutic use, food production or processing, biofuels, or effluent treatment.",,,,,1.0,,
"devise trading, option, or hedge strategies.",0.36585365853658536,0.06910569105691057,0.2926829268292683,,0.012195121951219513,0.18699186991869918,0.07317073170731707
"diagnose and correct problems from remote locations, using special switchboards to find the sources of problems.",,,,,1.0,,
diagnose and repair vehicle heating and cooling systems.,,,,,1.0,,
diagnose and resolve media system problems.,,0.4411764705882353,,,0.5588235294117647,,
"diagnose and treat conditions such as chemical dependency, alcohol dependency, acquired immune deficiency syndrome (aids) dementia, and environmental toxin exposure.",,,0.5869565217391305,,0.4130434782608695,,
"diagnose and treat diseases, injuries, or malformations of teeth, gums, or related oral structures and provide preventive or corrective services.",,,,,1.0,,
"diagnose diseases or study medical conditions using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, and molecular biology.",0.3902439024390244,,,,0.6097560975609756,,
diagnose electrical problems and install and rewire electrical components.,,,0.6521739130434783,,0.34782608695652173,,
"diagnose faults or malfunctions to determine required repairs, using engine diagnostic equipment such as computerized test equipment and calibration devices.",,0.2786885245901639,0.4590163934426229,,0.26229508196721313,,
"diagnose health conditions based on patients' symptoms and health histories, laboratory and diagnostic radiology test results, or other physiological measurements, such as electrocardiograms and electroencephalographs.",,,0.782608695652174,,0.21739130434782608,,
"diagnose malfunctioning systems, apparatus, or components, using test equipment and hand tools to locate the cause of a breakdown and correct the problem.",,0.5277777777777778,0.28703703703703703,,0.1851851851851852,,
"diagnose mechanical problems and determine how to correct them, checking blueprints, repair manuals, or parts catalogs, as necessary.",,0.31746031746031744,0.33333333333333326,,0.3492063492063492,,
diagnose or treat disorders of the musculoskeletal system.,,,,,1.0,,
"diagnose or treat injuries, disorders, or diseases of the eye and eye structures including the cornea, sclera, conjunctiva, or eyelids.",,,,,1.0,,
"diagnose, test, or analyze the performance of electrical components, assemblies, or systems.",,,,,1.0,,
"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",0.16120862292378374,0.5825774531746967,0.19395688538108144,0.020025915891153257,,0.023559901048415603,0.018671221580869358
"direct and coordinate construction, erection, or decoration activities in order to ensure that sets or exhibits meet design, budget, and schedule requirements.",0.5094339622641509,,,,0.07547169811320754,0.41509433962264164,
"direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers.",,,,,1.0,,
"direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, spraying, or harvesting.",0.2352941176470588,,0.35294117647058826,,0.1512605042016807,0.2605042016806723,
"direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",,,,,1.0,,
"direct insurance negotiations, select insurance brokers or carriers, and place insurance.",,,,,1.0,,
"direct live broadcasts, films and recordings, or non-broadcast programming for public entertainment or education.",,,,,1.0,,
direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,,,,,1.0,,
direct or coordinate activities of project personnel.,,,,,1.0,,
"direct or coordinate an organization's financial or budget activities to fund operations, maximize investments, or increase efficiency.",,,,,1.0,,
direct or provide home health services.,0.15869017632241814,0.1889168765743073,0.5793450881612091,0.01595298068849706,,0.026028547439126783,0.031066330814441646
"direct or train workers to install, maintain, or repair electrical wiring, equipment, or fixtures.",,,,,1.0,,
"direct preparation and distribution of written and verbal information to inform employees of benefits, compensation, and personnel policies.",,,,,0.3695652173913043,0.6304347826086957,
direct software programming and development of documentation.,0.4262101534828808,0.09208972845336479,0.1357733175914994,,0.015348288075560802,0.3128689492325856,0.01770956316410862
"direct the engineering of water control, treatment, or distribution projects.",,,,,0.5238095238095238,0.4761904761904761,
"direct, coordinate, and evaluate the activities of personnel, including support staff, engaged in administering academic institutions, departments or alumni organizations.",,,,,1.0,,
"direct, coordinate, organize, or prioritize biological laboratory activities.",,,,,1.0,,
