task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Complete required paperwork, such as work orders, according to services performed or required.",0.8551000000000001,0.1304,0.0,0.0,0.014499999999999999,0.0,0.0
Complete sales order tickets and submit for processing of client-requested transactions.,0.7629,0.1937,0.0,0.0167,0.0184,0.0083,0.0
"Complete work schedules, manage calendars, and arrange appointments.",0.8548,0.0839,0.0032,0.0226,0.0355,0.0,0.0
"Comply with all applicable standards, policies, or procedures, such as safety procedures or the maintenance of a clean work area.",0.6667000000000001,0.0,0.037000000000000005,0.1481,0.0,0.1481,0.0
Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,0.6890000000000001,0.0239,0.0,0.0144,0.26789999999999997,0.0048,0.0
"Compose business correspondence for supervisors, managers, and professionals.",0.858,0.0301,0.0023,0.015,0.0862,0.0084,0.0
"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites.",0.9603,0.008,0.0007000000000000001,0.0031,0.0258,0.0021,0.0
Compose explanatory summaries of contents of books and other reference materials.,0.966,0.0028000000000000004,0.0028000000000000004,0.0034999999999999996,0.0236,0.0014000000000000002,0.0
"Compose letters in reply to correspondence concerning such items as requests for merchandise, damage claims, credit information requests, delinquent accounts, incorrect billing, or unsatisfactory service.",0.8656,0.0323,0.0,0.0,0.09140000000000001,0.0108,0.0
"Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",0.8959999999999999,0.064,0.0,0.024,0.016,0.0,0.0
"Compose, type, and mail customer statements and other correspondence related to issues such as discrepancies and outstanding unpaid items.",0.8261,0.0217,0.0,0.0217,0.0652,0.0652,0.0
"Compute and analyze data, using statistical formulas and computers or calculators.",0.851,0.08869999999999999,0.0042,0.0015,0.0535,0.0011,0.0
Compute and compare costs of services.,0.9179,0.0426,0.0182,0.0,0.0060999999999999995,0.0152,0.0
"Compute and verify totals on report forms, requisitions, or bills, using adding machine or calculator.",0.9479000000000001,0.014199999999999999,0.0,0.0,0.019,0.019,0.0
Compute charges for merchandise or services and receive payments.,0.7,0.2,0.02,0.02,0.06,0.0,0.0
Compute cost estimates for labor and materials.,0.8634999999999999,0.0241,0.004,0.0,0.1084,0.0,0.0
Compute costs of labor and materials to determine production costs of products and articles.,0.8,0.0667,0.0,0.0,0.1333,0.0,0.0
"Compute dimensions, areas, volumes, and weights.",0.9767,0.0,0.0,0.0,0.0233,0.0,0.0
"Compute estimates and actual costs of factors such as materials, labor, or outside contractors.",0.8533,0.0217,0.0054,0.0,0.11410000000000001,0.0054,0.0
"Compute figures such as balances, totals, or commissions.",0.8754000000000001,0.0359,0.006,0.0216,0.0431,0.018000000000000002,0.0
"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",0.8824,0.0882,0.0,0.0,0.0294,0.0,0.0
"Compute financial fees, interest, and service charges.",0.9262999999999999,0.0105,0.0316,0.0,0.0316,0.0,0.0
"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",0.5263,0.15789999999999998,0.0526,0.0,0.2632,0.0,0.0
Compute prices of items or groups of items.,0.7143,0.131,0.0,0.0,0.11900000000000001,0.035699999999999996,0.0
"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",0.9265000000000001,0.0074,0.0074,0.0074,0.022099999999999998,0.0294,0.0
"Compute sales prices, total purchases, and receive and process cash or credit payment.",0.6905,0.23809999999999998,0.0,0.0,0.07139999999999999,0.0,0.0
"Compute, record, and proofread data and other information, such as records or reports.",0.8675,0.0241,0.0,0.0,0.012,0.0964,0.0
Conduct auditions or interviews to evaluate potential clients.,0.5946,0.1351,0.0,0.2703,0.0,0.0,0.0
Conduct economic or commercial surveys to identify potential markets for products or services.,0.8271999999999999,0.0432,0.0040999999999999995,0.12140000000000001,0.0040999999999999995,0.0,0.0
Conduct evaluations of employees' performance.,0.88,0.12,0.0,0.0,0.0,0.0,0.0
"Conduct failure analyses, document results, and recommend corrective actions.",0.6809000000000001,0.156,0.0496,0.0070999999999999995,0.0851,0.0213,0.0
"Conduct gambling games, such as dice, roulette, cards, or keno, following all applicable rules and regulations.",0.1935,0.7796,0.0,0.0269,0.0,0.0,0.0
"Conduct gambling tables or games, such as dice, roulette, cards, or keno, and ensure that game rules are followed.",0.20370000000000002,0.7778,0.009300000000000001,0.009300000000000001,0.0,0.0,0.0
"Conduct historical research, and publish or present findings and theories.",0.8604999999999999,0.04650000000000001,0.04650000000000001,0.0,0.04650000000000001,0.0,0.0
Conduct investigations of information security breaches to identify vulnerabilities and evaluate the damage.,0.691,0.1208,0.0,0.0,0.17420000000000002,0.013999999999999999,0.0
"Conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",0.8966,0.069,0.0172,0.0,0.0172,0.0,0.0
"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance.",0.9706,0.017,0.0033,0.0007000000000000001,0.0078000000000000005,0.0007000000000000001,0.0
Conduct market research and analyze industry trends.,0.9734,0.0092,0.0015,0.0034000000000000002,0.0116,0.001,0.0
Conduct meetings with staff to discuss production progress and to ensure production objectives are attained.,0.7798,0.036699999999999997,0.0,0.14679999999999999,0.036699999999999997,0.0,0.0
"Conduct needs assessments or surveys to determine interest in, or satisfaction with, wellness and fitness programs, events, or services.",0.8123,0.0554,0.0031,0.12619999999999998,0.0031,0.0,0.0
"Conduct network and security system audits, using established criteria.",0.8573999999999999,0.0818,0.003,0.0199,0.012,0.0259,0.0
"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",0.8148000000000001,0.0741,0.0,0.0,0.0741,0.037000000000000005,0.0
"Conduct on-the-job training classes or training sessions to teach and demonstrate principles, techniques, procedures, or methods of designated subjects.",0.7059000000000001,0.1176,0.1765,0.0,0.0,0.0,0.0
"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",0.6667000000000001,0.25,0.0417,0.0,0.0,0.0417,0.0
Conduct or direct the internal investigation of compliance issues.,0.9216,0.0196,0.0,0.0,0.0,0.0588,0.0
"Conduct personal background investigations, such as pre-employment checks, to obtain information about an individual's character, financial status, or personal history.",0.9601999999999999,0.0227,0.0,0.011399999999999999,0.005699999999999999,0.0,0.0
Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,0.8645,0.0403,0.0048,0.06,0.0039000000000000003,0.0265,0.0
Conduct presentations of analytic findings.,0.9815,0.018500000000000003,0.0,0.0,0.0,0.0,0.0
Conduct primary patient assessments that include information from prior medical care.,0.9714,0.0,0.0,0.0,0.0,0.0286,0.0
Conduct quality analyses of data inputs and resulting analyses or predictions.,0.8892,0.046900000000000004,0.0054,0.0245,0.0179,0.0161,0.0
"Conduct reference searches, using printed materials and in-house and online databases.",0.9022,0.0242,0.026099999999999998,0.0139,0.0239,0.0096,0.0
Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",0.8276,0.0,0.1379,0.0345,0.0,0.0,0.0
"Conduct research on cell organization and function, including mechanisms of gene expression, cellular bioinformatics, cell signaling, or cell differentiation.",0.9048,0.023799999999999998,0.023799999999999998,0.0,0.023799999999999998,0.023799999999999998,0.0
"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies.",0.81,0.0475,0.0048,0.1211,0.0166,0.0,0.0
"Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings to the scientific audience and general public.",0.9286,0.0,0.07139999999999999,0.0,0.0,0.0,0.0
"Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees, and boards of directors.",0.8996,0.029500000000000002,0.0039000000000000003,0.0059,0.055099999999999996,0.0059,0.0
"Conduct searches to find needed information, using such sources as the Internet.",0.8561,0.0495,0.0458,0.016200000000000003,0.0258,0.006500000000000001,0.0
"Conduct statistical analyses to quantify risk, using statistical analysis software or econometric models.",0.9565,0.028999999999999998,0.0,0.0,0.0,0.014499999999999999,0.0
"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews.",0.33149999999999996,0.0998,0.0301,0.5311,0.0019,0.005600000000000001,0.0
Conduct trial runs of programs and software applications to be sure they will produce the desired information and that the instructions are correct.,0.9026000000000001,0.0789,0.0011,0.0037,0.0077,0.0059,0.0
Conduct user research to determine design requirements and analyze user feedback to improve design quality.,0.7528,0.0535,0.0022,0.1693,0.02,0.0022,0.0
"Confer with board members, organization officials, or staff members to discuss issues, coordinate activities, or resolve problems.",0.7773,0.1008,0.0,0.0924,0.0126,0.0168,0.0
"Confer with clients regarding price and type of arrangement desired and the date, time, and place of delivery.",0.5455,0.3636,0.0,0.0455,0.0455,0.0,0.0
"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",0.6368,0.11560000000000001,0.009399999999999999,0.1226,0.11320000000000001,0.0024,0.0
Confer with clients to discuss and determine layout design.,0.6829000000000001,0.09759999999999999,0.024399999999999998,0.048799999999999996,0.1463,0.0,0.0
"Confer with clients, editors, publishers, or producers to discuss changes or revisions to written material.",0.4286,0.09519999999999999,0.0,0.047599999999999996,0.2857,0.1429,0.0
"Confer with co-workers to obtain information about orders, processes, or problems.",0.6776000000000001,0.10279999999999999,0.009300000000000001,0.21030000000000001,0.0,0.0,0.0
Confer with colleagues to formulate positions and strategies pertaining to pending issues.,0.6537999999999999,0.1923,0.0,0.0897,0.0641,0.0,0.0
"Confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business.",0.6,0.1333,0.0333,0.0,0.23329999999999998,0.0,0.0
"Confer with coworkers to obtain information about orders, processes, or problems.",0.6767,0.0564,0.0075,0.2444,0.015,0.0,0.0
"Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.",0.8271999999999999,0.0239,0.0864,0.0533,0.0092,0.0,0.0
"Confer with customers or supervising personnel to address questions, problems, or requests for service or equipment.",0.5871,0.3323,0.0032,0.0645,0.006500000000000001,0.006500000000000001,0.0
Confer with customers to assess customer needs or obtain feedback.,0.6101,0.1398,0.0048,0.1793,0.0637,0.0024,0.0
Confer with customers to determine how to tailor materials to their needs.,0.5367000000000001,0.14,0.0067,0.1867,0.1167,0.013300000000000001,0.0
Confer with customers to determine the nature of malfunctions.,0.4932,0.2397,0.0068000000000000005,0.2466,0.0137,0.0,0.0
Confer with customers to determine the nature of problems or to explain repairs.,0.5752,0.11109999999999999,0.0196,0.2614,0.026099999999999998,0.006500000000000001,0.0
Confer with department supervisors or other personnel to assess progress and discuss needed changes.,0.7646999999999999,0.0647,0.0,0.1235,0.0412,0.0059,0.0
Confer with engineering staff and other personnel to resolve problems.,0.6786,0.1429,0.0,0.10710000000000001,0.035699999999999996,0.035699999999999996,0.0
"Confer with engineers or other personnel to implement operating procedures, resolve system malfunctions, or provide technical information.",0.6406000000000001,0.2656,0.015600000000000001,0.015600000000000001,0.0625,0.0,0.0
"Confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that terms and conditions of purchase agreements are met before closing dates.",0.85,0.1,0.0,0.0,0.05,0.0,0.0
"Confer with establishment personnel, vendors, or customers to coordinate production or shipping activities and to resolve complaints or eliminate delays.",0.9031999999999999,0.0645,0.0,0.0323,0.0,0.0,0.0
Confer with management to discuss and resolve participant complaints.,0.6667000000000001,0.1481,0.0,0.1481,0.0,0.037000000000000005,0.0
"Confer with management, production, or marketing staff to discuss project specifications or procedures.",0.8636,0.0909,0.0,0.0455,0.0,0.0,0.0
Confer with network users about solutions to existing system problems.,0.4118,0.4706,0.0,0.0882,0.0294,0.0,0.0
"Confer with personnel, such as management, engineering, quality control, customer, or union workers' representatives, to coordinate work activities, resolve employee grievances, or identify and review resource needs.",0.7403,0.1429,0.0,0.07139999999999999,0.039,0.006500000000000001,0.0
Confer with project personnel to identify and resolve problems.,0.5233,0.24420000000000003,0.0,0.1628,0.0581,0.0116,0.0
"Confer with systems analysts, engineers, programmers and others to design systems and to obtain information on project limitations and capabilities, performance requirements and interfaces.",0.4483,0.2069,0.0,0.069,0.2759,0.0,0.0
"Confer with users to analyze, configure, or troubleshoot applications.",0.34450000000000003,0.5146000000000001,0.0369,0.023799999999999998,0.0719,0.0083,0.0
"Confer with users to discuss issues such as computer data access needs, security violations, and programming changes.",0.5634,0.2394,0.0282,0.042300000000000004,0.1268,0.0,0.0
"Configure and define parameters for installation or testing of local area network (LAN), wide area network (WAN), hubs, routers, switches, controllers, multiplexers, or related networking equipment.",0.52,0.36,0.02,0.04,0.06,0.0,0.0
Configure information systems to incorporate principles of least functionality and least access.,0.65,0.2,0.0,0.025,0.125,0.0,0.0
Configure security settings or access permissions for groups or individuals.,0.7281,0.2048,0.011200000000000002,0.013000000000000001,0.0391,0.0037,0.0
Configure servers to meet functional specifications.,0.6295000000000001,0.3345,0.0103,0.0086,0.0172,0.0,0.0
"Configure, monitor, and maintain email applications or virus protection software.",0.8409,0.1364,0.0,0.0,0.0227,0.0,0.0
"Consult sources, such as rate books, manuals, or insurance company representatives, to determine specific charges or information such as rules, regulations, or government tax and tariff information.",0.8894,0.04019999999999999,0.050300000000000004,0.0,0.0101,0.0101,0.0
Consult with clients after sales or contract signings to resolve problems and provide ongoing support.,0.7725,0.11380000000000001,0.0359,0.053899999999999997,0.018000000000000002,0.006,0.0
Consult with clients after sales or contract signings to resolve problems and to provide ongoing support.,0.7755,0.1157,0.0347,0.0579,0.0116,0.0046,0.0
"Consult with customers or other departments on project status, proposals, or technical issues, such as software system design or maintenance.",0.6509,0.1193,0.0719,0.0667,0.0719,0.019299999999999998,0.0
Consult with end users regarding problems in accessing electronic content.,0.5545,0.2727,0.0364,0.1182,0.0,0.0182,0.0
"Consult with or provide consultation to other doctors, therapists, or clinicians regarding patient care.",0.5489999999999999,0.1176,0.1961,0.0588,0.0196,0.0588,0.0
"Consult with researchers to analyze problems, recommend technology-based solutions, or determine computational strategies.",0.5575,0.09539999999999998,0.1222,0.0318,0.1809,0.012199999999999999,0.0
Contact borrowers with delinquent accounts to obtain payment in full or to negotiate repayment plans.,0.8036,0.125,0.0,0.0625,0.0,0.0089,0.0
Contact carriers for rates or schedules.,0.8636,0.0758,0.0,0.0152,0.0455,0.0,0.0
Contact customers or travel agents to advise them of travel conveyance changes or to confirm reservations.,0.8261,0.014499999999999999,0.0,0.1159,0.014499999999999999,0.028999999999999998,0.0
Contact customers to obtain or relay account information.,0.8405,0.0245,0.0,0.1166,0.0060999999999999995,0.0123,0.0
Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,0.8659,0.0394,0.0039000000000000003,0.0868,0.0039000000000000003,0.0,0.0
Contact job applicants to inform them of the status of their applications.,0.8448,0.0388,0.0086,0.09050000000000001,0.0043,0.0129,0.0
Contact new or existing customers to discuss how specific products or services can meet their needs.,0.8764,0.0429,0.0009,0.069,0.0089,0.0019,0.0
Contact organizations to explain services and facilities offered.,0.9565,0.0,0.0,0.0435,0.0,0.0,0.0
Contact potential vendors to determine material availability.,0.6842,0.2632,0.0,0.0263,0.0088,0.0175,0.0
Contact property owners and advertise services to solicit property sales listings.,0.6786,0.25,0.0,0.0536,0.0,0.0179,0.0
Contact prospective customers to present information and explain available services.,0.8703,0.0414,0.0016,0.0716,0.013500000000000002,0.0016,0.0
Contact prospective or existing customers to discuss how services can meet their needs.,0.8633,0.0383,0.0018,0.086,0.01,0.0006,0.0
"Contact regular and prospective customers to demonstrate products, explain product features, and solicit orders.",0.9333,0.0333,0.0,0.0333,0.0,0.0,0.0
Contribute to the development or implementation of business unit strategic and operating plans.,0.7569,0.1009,0.041299999999999996,0.0321,0.055,0.0138,0.0
"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",0.5059,0.32939999999999997,0.0118,0.0941,0.0588,0.0,0.0
Converse with customers to determine details of equipment problems.,0.5153,0.1718,0.0060999999999999995,0.2638,0.0184,0.0245,0.0
"Convert various types of files for printing or for the Internet, using computer software.",0.9107,0.0355,0.0017000000000000001,0.013999999999999999,0.038,0.0,0.0
Convert video and audio recordings into digital formats for editing or archiving.,0.8611,0.0694,0.0,0.0509,0.018500000000000003,0.0,0.0
Coordinate activities with other supervisory personnel or with other work units or departments.,0.7636,0.1909,0.0,0.0364,0.0091,0.0,0.0
Coordinate and link the computer systems within an organization to increase compatibility so that information can be shared.,0.614,0.3246,0.0088,0.0175,0.0351,0.0,0.0
"Coordinate production activities with other functional units, such as procurement, maintenance, or quality control.",0.6957,0.287,0.0,0.0,0.0174,0.0,0.0
Coordinate recruitment or selection of project personnel.,0.8387,0.129,0.0,0.0,0.0323,0.0,0.0
Coordinate work assignment preparation and completion with other workers.,0.5543,0.2686,0.0,0.1514,0.0229,0.0029,0.0
"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",0.8209000000000001,0.059699999999999996,0.0,0.0149,0.0746,0.029900000000000003,0.0
Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,0.46880000000000005,0.4604,0.0033,0.0040999999999999995,0.0604,0.003,0.0
"Correct or record omissions, errors, or inconsistencies found.",0.7864,0.0174,0.0,0.0027,0.024399999999999998,0.1691,0.0
"Correct testing-identified problems, or recommend actions for their resolution.",0.5468999999999999,0.3496,0.0254,0.0,0.0547,0.023399999999999997,0.0
"Correspond with customers and confer with coworkers to answer inquiries, discuss market fluctuations, or resolve account problems.",0.8545,0.0727,0.0,0.0545,0.0,0.0182,0.0
Correspond with insured or agent to obtain information or to inform them of account status or changes.,0.975,0.0,0.0,0.025,0.0,0.0,0.0
"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",0.8181999999999999,0.050499999999999996,0.0,0.0404,0.06570000000000001,0.0253,0.0
"Counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",0.4289,0.11789999999999999,0.16870000000000002,0.1565,0.0935,0.0346,0.0
"Counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",0.4154,0.18460000000000001,0.07690000000000001,0.10769999999999999,0.15380000000000002,0.061500000000000006,0.0
"Counsel employees in work-related activities, personal growth, or career development.",0.6489,0.1603,0.053399999999999996,0.0611,0.0305,0.0458,0.0
"Counsel individuals and groups on basic rules of good nutrition, healthy eating habits, and nutrition monitoring to improve their quality of life.",0.5524,0.2286,0.10949999999999999,0.023799999999999998,0.061900000000000004,0.023799999999999998,0.0
"Counsel individuals or groups to help them understand and overcome personal, social, or behavioral problems affecting their educational or vocational situations.",0.382,0.2189,0.133,0.1545,0.0601,0.051500000000000004,0.0
"Counsel individuals regarding interpersonal, health, financial, or religious problems.",0.2924,0.2212,0.1213,0.2384,0.0453,0.0814,0.0
"Counsel individuals, groups, families, or communities regarding issues including mental health, poverty, unemployment, substance abuse, physical abuse, rehabilitation, social adjustment, child care, or medical care.",0.47240000000000004,0.12560000000000002,0.1709,0.191,0.0151,0.025099999999999997,0.0
"Counsel individuals, groups, or families to help them understand problems, deal with crisis situations, define goals, and develop realistic action plans.",0.2162,0.2616,0.17679999999999998,0.2768,0.034300000000000004,0.034300000000000004,0.0
Counsel outpatients or other patients during office visits.,0.5806,0.129,0.129,0.0968,0.0,0.0645,0.0
"Counsel patients about drug regimens and possible side effects or interactions with other substances, such as food supplements, over-the-counter (OTC) medications, or herbal remedies.",0.5931000000000001,0.0759,0.2207,0.0276,0.0414,0.0414,0.0
"Counsel patients about nutrition, exercise, sleeping habits, stress management, or other matters.",0.5932999999999999,0.1699,0.1364,0.0694,0.0239,0.0072,0.0
"Counsel students in the handling of issues such as family, financial, and educational problems.",0.25,0.1818,0.11359999999999999,0.3864,0.0,0.0682,0.0
"Counsel students regarding educational issues, such as course and program selection, class scheduling and registration, school adjustment, truancy, study habits, and career planning.",0.31579999999999997,0.0526,0.15789999999999998,0.4474,0.0263,0.0,0.0
Counsel students with adjustment or academic problems.,0.46149999999999997,0.15380000000000002,0.11539999999999999,0.23079999999999998,0.0,0.0385,0.0
Counsel workers about job and career-related issues.,0.44299999999999995,0.2278,0.0759,0.2152,0.0127,0.0253,0.0
"Count, weigh, measure, or organize materials.",0.9390000000000001,0.0,0.0,0.012199999999999999,0.0366,0.012199999999999999,0.0
"Create and maintain logs, records, or databases of information about fraudulent activity.",0.875,0.0417,0.0,0.0417,0.0417,0.0,0.0
"Create billing documents, shipping labels, credit memorandums, or credit forms.",0.7667,0.07780000000000001,0.0,0.0444,0.11109999999999999,0.0,0.0
"Create business intelligence tools or systems, including design of related databases, spreadsheets, or outputs.",0.7619,0.11109999999999999,0.0159,0.0,0.11109999999999999,0.0,0.0
"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",0.8256999999999999,0.0275,0.0,0.0275,0.1193,0.0,0.0
"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",0.6667000000000001,0.11109999999999999,0.0,0.0556,0.16670000000000001,0.0,0.0
"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",0.8959999999999999,0.0223,0.0,0.0149,0.0668,0.0,0.0
Create developmentally appropriate lesson plans.,0.7036,0.025699999999999997,0.0079,0.0593,0.2016,0.002,0.0
Create drink recipes.,0.9333,0.0333,0.0,0.0,0.0333,0.0,0.0
Create embedded software design programs.,0.8503000000000001,0.08839999999999999,0.0051,0.0017000000000000001,0.051,0.0034000000000000002,0.0
"Create graphs, charts, or other visualizations to convey the results of data analysis using specialized software.",0.7759999999999999,0.059000000000000004,0.0039000000000000003,0.0028000000000000004,0.1555,0.0028000000000000004,0.0
Create itemized invoices to record amounts due for services rendered.,0.9091,0.0909,0.0,0.0,0.0,0.0,0.0
"Create marketing or outreach media, such as brochures or Web sites, to communicate sustainability issues, procedures, or objectives.",0.84,0.0229,0.0,0.034300000000000004,0.10289999999999999,0.0,0.0
Create novel computational approaches and analytical tools as required by research goals.,0.8142,0.1421,0.0109,0.0,0.032799999999999996,0.0,0.0
Create or administer training and awareness presentations or materials.,0.8902,0.0231,0.0058,0.0,0.0809,0.0,0.0
"Create or distribute offline promotional material, such as brochures, pamphlets, business cards, stationary, or signage.",0.8432999999999999,0.017,0.0012,0.0231,0.11539999999999999,0.0,0.0
"Create or implement security standards, policies, and procedures.",0.8617,0.0851,0.0,0.0213,0.0319,0.0,0.0
Create or maintain database of customer accounts.,0.8043,0.0913,0.001,0.068,0.0355,0.0,0.0
Create or review technical design documentation to ensure the accurate development of reporting solutions.,0.9268000000000001,0.0223,0.0032,0.0127,0.0287,0.0064,0.0
"Create or revise user instructions, procedures, or manuals.",0.8904000000000001,0.041100000000000005,0.0,0.0,0.06849999999999999,0.0,0.0
Create specialty dishes and develop recipes to be used in dining facilities.,0.8824,0.0368,0.0147,0.0147,0.051500000000000004,0.0,0.0
"Create supporting documentation, such as metadata and diagrams of entity relationships, business processes, and process flow.",0.8377,0.0263,0.0024,0.0095,0.1193,0.0048,0.0
"Create three-dimensional or interactive representations of designs, using computer-assisted design software.",0.8371999999999999,0.0698,0.0,0.0,0.0698,0.0233,0.0
"Create, analyze, report, convert, or transfer data, using specialized applications program software.",0.9256,0.038900000000000004,0.0015,0.0109,0.021099999999999997,0.0021,0.0
"Create, maintain, and enter information into databases.",0.8584999999999999,0.0888,0.0016,0.0236,0.026000000000000002,0.0015,0.0
"Create, populate, or maintain databases for tracking validation activities, test results, or validated systems.",0.9143000000000001,0.07139999999999999,0.0,0.0143,0.0,0.0,0.0
"Debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",0.7333,0.2,0.0,0.0,0.0667,0.0,0.0
Decide which information should be included or excluded in reports.,0.9595,0.013500000000000002,0.0,0.0,0.027000000000000003,0.0,0.0
"Define data requirements, and gather and validate information, applying judgment and statistical tests.",0.9648,0.0139,0.0018,0.0115,0.0040999999999999995,0.0039000000000000003,0.0
"Define instructional, learning, or performance objectives.",0.9091,0.0121,0.0,0.0060999999999999995,0.0667,0.0060999999999999995,0.0
Define or recommend model specifications or data collection methods.,0.451,0.0588,0.1765,0.0196,0.2157,0.0784,0.0
Define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,0.8311,0.07429999999999999,0.0,0.0203,0.0676,0.0068000000000000005,0.0
Deliver messages and run errands.,0.8454,0.0567,0.0,0.0722,0.0258,0.0,0.0
Demonstrate correct use of exercise equipment or performance of exercise routines.,0.7143,0.1429,0.047599999999999996,0.047599999999999996,0.047599999999999996,0.0,0.0
"Demonstrate equipment to customers and explain its use, responding to any inquiries or complaints.",0.6614,0.022400000000000003,0.2332,0.0426,0.024700000000000003,0.015700000000000002,0.0
"Demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.",0.871,0.0484,0.0484,0.0161,0.0161,0.0,0.0
"Demonstrate systems for customers and explain details, such as the causes and consequences of false alarms.",0.6602,0.0194,0.2621,0.0437,0.0049,0.0097,0.0
Describe and express observations and conclusions in mathematical terms.,0.9592,0.0204,0.0,0.0204,0.0,0.0,0.0
"Describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration.",0.9467,0.0,0.0,0.0,0.013300000000000001,0.04,0.0
"Describe merchandise and explain use, operation, and care of merchandise to customers.",0.7131000000000001,0.0252,0.1997,0.0403,0.0151,0.0067,0.0
Describe or demonstrate products that viewers may purchase through specific shows or in stores.,0.7875,0.05,0.0125,0.1375,0.0,0.0125,0.0
"Describe tour points of interest to group members, and respond to questions.",0.47869999999999996,0.21280000000000002,0.09570000000000001,0.1702,0.0319,0.0106,0.0
Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,0.6908,0.1936,0.0087,0.0,0.1069,0.0,0.0
"Design and edit promotional publications, such as brochures.",0.659,0.0393,0.0,0.0033,0.2984,0.0,0.0
Design and implement dashboard and data visualizations to meet customer reporting needs.,0.7143,0.131,0.0079,0.0,0.14679999999999999,0.0,0.0
Design and implement efforts to publicize events and promote sponsorships.,0.7591,0.0547,0.0,0.0073,0.1788,0.0,0.0
"Design cognitive aids, such as procedural storyboards or decision support systems.",0.8234999999999999,0.0,0.0,0.0,0.1765,0.0,0.0
"Design customer interface of online storefront, using web programming or e-commerce software.",0.6914,0.049400000000000006,0.0,0.0,0.2593,0.0,0.0
"Design databases to support business applications, ensuring system scalability, security, performance, and reliability.",0.7794,0.1324,0.0074,0.0,0.0809,0.0,0.0
Design instructional aids for stand-alone or instructor-led classroom or online use.,0.8867,0.0074,0.0012,0.0037,0.10099999999999999,0.0,0.0
Design or develop information databases that include geographic or topographic data.,0.7737,0.1105,0.0,0.0,0.1158,0.0,0.0
"Design or implement improvements in communication, monitoring, or enforcement of compliance standards.",0.7742,0.0968,0.0,0.0968,0.0323,0.0,0.0
"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",0.7945,0.0075,0.0025,0.005,0.1905,0.0,0.0
"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",0.8556,0.061399999999999996,0.0108,0.0,0.065,0.0072,0.0
"Design test plans, scenarios, scripts, or procedures.",0.8592,0.056299999999999996,0.004699999999999999,0.0,0.0751,0.004699999999999999,0.0
Design tests of finished products or process capabilities to establish standards or validate process requirements.,0.9492,0.0169,0.0,0.0,0.0339,0.0,0.0
"Design validation study features, such as sampling, testing, or analytical methodologies.",0.9095,0.0381,0.0286,0.0,0.0143,0.0095,0.0
"Design, analyze, and decipher encryption systems designed to transmit military, political, financial, or law-enforcement-related information in code.",0.7273000000000001,0.24239999999999998,0.0,0.030299999999999997,0.0,0.0,0.0
